"id","vecino_1","vecino_2","vecino_3","vecino_4","vecino_5","dist_vecino_1","dist_vecino_2","dist_vecino_3","dist_vecino_4","dist_vecino_5","monto_promedio","distancia_promedio","promedio_por_pedido","ganancia"
18339,88186,913,18999,18648,18836,0.124525083764693,0.129684719493442,0.129995452887502,0.132237825816193,0.135562671817636,170423.854223596,0.130401150755893,161861.107229714,8562.7469938822
18352,59171,5731,295282,926,282481,0.0661356796397821,0.0806423575727139,0.0827405417083018,0.0882154428837999,0.0969948414989965,231766.445890168,0.0829457726607188,155050.306731552,76716.139158616
18483,618,24418,22686,5208,16267,0.0670501415471004,0.0869821695020352,0.0906857985792074,0.0907650967228236,0.0960724494198036,202335.210905534,0.086311131154194,178254.535591323,24080.6753142108
18500,81,18701,5156,22891,148,0.0557474850411942,0.137815287942581,0.140196158660879,0.141226361649113,0.165998729110086,168694.734768056,0.128196804480771,123670.468910985,45024.2658570706
18636,16596,15687,16640,147,18351,0.0964369126199135,0.156680607052986,0.206917702138655,0.207615815538674,0.208931683398395,217775.755844257,0.175316544149725,139254.529743734,78521.2261005234
18646,22287,2762,213614,508,4796,0.0944293317072913,0.126013004838804,0.135278253275608,0.138075216035146,0.15920623705109,221323.394857527,0.130600408581588,144788.152951834,76535.2419056931
18657,18146,102,202100,23656,299,0.136016280022452,0.138021146272503,0.147569429561208,0.149744532715061,0.149938096599396,192594.845324477,0.144257897034124,134376.869459413,58217.9758650642
18662,27562,48996,44955,26468,96,0.0524033224093237,0.0533283832561013,0.0634997567197307,0.0718219618352957,0.0789375586596598,202673.749670148,0.0639981965760222,179920.327027885,22753.422642263
18690,379,2501,385,5654,796,0.0767216224651446,0.0805219163452723,0.0973039090608719,0.098337441808891,0.101869881086953,198513.891985373,0.0909509541534266,134762.524398692,63751.3675866808
18819,771,18341,127025,482,61,0.132120035712399,0.1351842731565,0.135656685017381,0.136696893582262,0.138778833412177,201016.646980977,0.135687344176144,190517.164690854,10499.4822901232
18831,18840,90,21994,21743,399,0.116067832537588,0.116154448362669,0.127358586006351,0.128374784723479,0.129225055788679,216257.103925911,0.123436141483753,156176.346650042,60080.7572758686
18832,16980,48490,1413,88286,16993,0.0898066820258326,0.093255209898207,0.104126771028273,0.104201505919612,0.106698678275797,249164.587675406,0.0996177694295443,132761.752247429,116402.835427977
19006,62546,51558,69500,168648,8419,0.095972527254231,0.106286353891887,0.125892200244156,0.137044963083708,0.139959254130094,277461.774451521,0.121031059720815,222357.302080946,55104.4723705752
19063,21487,355,16173,2573,447,0.0825443119473042,0.119231309087348,0.120477025374565,0.138930543809806,0.14008869318342,148571.126802703,0.120254376680489,92658.6030620873,55912.5237406156
19292,4003,14811,24937,69518,101569,0.119411503858947,0.323432170301848,0.366302211746788,0.368559864715136,0.420473642301576,205960.169154061,0.319635878584859,188537.877624802,17422.2915292588
19302,133027,286466,21752,271705,253902,0.00364776671949356,0.158572855760949,0.174840319055719,0.176858551940543,0.181453503536781,240502.857958398,0.139074599402697,178488.987337352,62013.8706210456
19326,21055,662,3327,202124,299144,0.0988743517452333,0.102548672913011,0.113640265678364,0.115063326977789,0.115442283808856,225446.585341207,0.109113780224651,203262.724800237,22183.8605409704
19577,79250,20128,20839,88202,609,0.0509629277811031,0.089274811794763,0.0970961433944946,0.100462644485005,0.102449959172512,222934.808364159,0.0880492973255755,137545.716826318,85389.091537841
20135,127025,595,17053,23939,757,0.0915234503862844,0.113482090261704,0.118112380622718,0.118118431780825,0.121228252290128,195252.791006419,0.112492921068332,193113.381738276,2139.40926814303
20254,553,21262,46057,19310,238757,0.0492464198986403,0.0512808752331017,0.054277948363445,0.0717245285795069,0.0845797340518656,200025.491879376,0.0622219012253119,38424.2869442729,161601.204935103
20285,892,20159,399,22802,292,0.0655857707648696,0.0731605021593735,0.0800326517321862,0.082014268689763,0.0856978885325123,220992.323538331,0.0772982163757409,191071.387233897,29920.9363044342
20576,47820,287873,254,56443,126373,0.0846029881228037,0.109795168996128,0.110604501150349,0.11136808992509,0.117485626305481,191071.967713773,0.10677127489997,171307.487909095,19764.4798046775
20604,23657,266164,2590,21051,32112,0.0766682575198418,0.112801984664725,0.12097143362311,0.13075852757423,0.134147677527297,180154.379914988,0.115069576181841,119082.483589003,61071.8963259852
20605,2695,207586,163744,62467,21059,0.070438271131032,0.0732871757533461,0.0828341841501961,0.0897121092953801,0.100611122372917,275582.878552978,0.0833765725405743,193393.072741141,82189.8058118371
20606,294067,249124,21093,71164,287873,0.0399267397682285,0.0580205927254509,0.0627720898912793,0.0639217625002889,0.0649540877030883,117527.634527263,0.0579190545176672,106613.81151359,10913.8230136725
20610,163744,2695,47820,207586,62467,0.0857105830105202,0.0857710379425816,0.0867649513685303,0.0891065534958253,0.0963483504386048,285745.16311183,0.0887402952512124,208265.691732434,77479.4713793962
20836,17832,20864,151384,7894,571,0.0221782108012763,0.0527130163505294,0.0541305548877053,0.0701253484468281,0.074429497181699,182600.779694515,0.0547153255336076,173489.656535928,9111.12315858659
20838,2736,27121,20159,292,42824,0.0320165018540672,0.0327257651945042,0.046208911138675,0.054899128054084,0.0635583009325719,130312.909665961,0.0458817214347805,110282.813142689,20030.0965232716
20854,202100,23656,4876,296510,9568,0.0307015870424411,0.0319715575687468,0.0679766871851567,0.0879467686295702,0.105306410760186,199125.529018483,0.0647806022372202,194279.055598875,4846.47341960797
20861,20830,14392,3327,18118,22085,0.110707403581015,0.113410661324293,0.117054714380882,0.121357379290877,0.122101942225325,176212.806074142,0.116926420160478,143794.946088246,32417.8599858958
20885,20846,282327,365,33158,132,0.0200507399830428,0.072235102071047,0.0812126505205487,0.0933570166813479,0.0993165968096888,159169.562677104,0.073234421213135,49455.8724747063,109713.690202398
20907,296510,9568,1593,17413,102,0.10011886340887,0.113596871152077,0.114373696542162,0.114995777435182,0.115592598238437,202664.471939723,0.111735561355346,200352.369571611,2312.10236811181
21042,27719,47975,77117,20863,19574,0.0605530466835183,0.071663906818282,0.0745540044104429,0.0750526176017897,0.0810502606665617,197569.544132439,0.0725747672361189,172501.398660187,25068.1454722516
21071,21761,297656,25445,234572,20279,0.0930635112188872,0.0978459287156137,0.116136864707965,0.119260278927436,0.120357095885436,180753.189774646,0.109332735891068,155269.474113909,25483.715660737
21097,265,107,20032,1174,883,0.0876121658636538,0.0879067267499717,0.0956441626707924,0.096952063624992,0.111471384716562,187672.591387535,0.0959173007251944,184575.73428297,3096.85710456522
21489,20258,8743,21119,19915,19014,0.0750678343136008,0.0819522716139788,0.0851596407726835,0.0881728351659165,0.0885910916410822,166660.300980162,0.0837887347014524,121722.327435758,44937.9735444041
21505,675,21528,35343,680,87369,0.117183292894897,0.118272441943606,0.118745002651019,0.128211651109577,0.138023160461481,187919.97655088,0.124087109812116,121806.276478747,66113.7000721328
21514,1449,23428,19588,264793,30657,0.0891585071561288,0.091800839110136,0.0937263104449343,0.0944687784539939,0.095723777775395,164543.937530544,0.0929756425881176,163869.40931643,674.528214113583
21527,247295,179254,16587,298063,287778,0.0520679139754046,0.0524003688964148,0.0564151121413385,0.0565885826239394,0.0569935687534606,186699.148745224,0.0548931092781116,167457.2210308,19241.9277144244
21713,24898,217109,175930,58287,192791,0.020829412434493,0.0324755707464937,0.0466929207851236,0.0525689122237928,0.0687067712084707,266462.213474927,0.0442547174796748,166776.620629074,99685.5928458526
21730,3527,2668,516,15537,989,0.0352697999940979,0.0691657495298996,0.0783140709194673,0.0807286493423667,0.0863076885180677,233559.406214574,0.0699571916607798,209321.5262885,24237.879926074
21734,1240,18839,31562,21115,33698,0.0541239818565086,0.0736565674558661,0.0753037088650267,0.075347973954273,0.0920650670741754,189878.157514442,0.07409945984117,149726.634254904,40151.5232595376
21773,90,21499,21743,20266,20159,0.096939273970414,0.128814276982558,0.135552701895817,0.13688950539476,0.137102466148401,206455.108082688,0.12705964487839,132823.092480555,73632.0156021332
22341,228666,24418,5208,22686,210759,0.0877121140410476,0.0983832295380998,0.10314652521588,0.103842221870134,0.107886917622848,210585.260993283,0.100194201657602,87872.4874131753,122712.773580107
22900,16494,18146,515,1042,806,0.107624143789587,0.108688653404348,0.109529937872241,0.11470687734663,0.118022354973236,211385.754850722,0.111714393477208,157147.795280581,54237.9595701415
23185,58265,23710,23706,2927,16006,0.173862939093829,0.188268863417373,0.191209052576011,0.199763460275287,0.204843165071467,196415.710991134,0.191589496086793,188567.287441099,7848.42355003519
23431,2623,23428,471,20284,58287,0.0662809581543927,0.0678971640073669,0.0686167111281988,0.0898464893908706,0.0900671919539072,176246.72245813,0.0765417029269472,149821.294730568,26425.427727562
23514,23723,3788,89084,23526,22492,0.216650494967126,0.23072812699379,0.237556331048281,0.238736429171242,0.257799302129666,183899.552847005,0.236294136862021,136897.382035319,47002.1708116857
23640,355153,267483,4558,7013,17434,0.0176955792810025,0.0274416569594925,0.0278767361672157,0.0853946446945735,0.0929268434902107,815465.537427092,0.050267092118499,463924.922490293,351540.614936799
23667,23657,32112,266164,2590,21051,0.123899375171802,0.126633540959081,0.14485263554138,0.147326301093151,0.148464034504289,180154.379914988,0.138235177453941,87984.1192064202,92170.260708568
23683,20625,20583,7894,298063,151384,0.0782168679554713,0.110756160047708,0.112527320407415,0.113455401787782,0.115019400875952,210108.943056831,0.105995030214866,187714.893085262,22394.0499715692
23961,23155,21487,24212,62,16173,0.140523376158441,0.17488040012823,0.178820084503382,0.191558686959864,0.204599418044095,182214.018217167,0.178076393158802,162188.299724165,20025.7184930024
23993,136700,881,33698,201,21115,0.0758538489882785,0.0909968664615709,0.100527085579233,0.100979346562043,0.103012220835129,193575.676330239,0.0942738736852509,158918.014285584,34657.6620446546
24204,437,48388,15412,23155,24212,0.0125777808534394,0.0826560322356067,0.191138791592775,0.265245376956367,0.304518105175219,241389.725630749,0.171227217362681,237772.379508224,3617.3461225252
24452,216522,8965,30754,64282,3645,0.0414321880731693,0.227827339054441,0.228970277240326,0.230426103344785,0.235494855694956,268357.490458827,0.192830152681535,217196.710865912,51160.7795929148
24904,155421,5760,271680,434,16330,0.0892238938322298,0.0918326621336529,0.110653988420349,0.117062814551362,0.121338036443426,201318.672661359,0.106022279076204,174346.587442141,26972.0852192184
25226,236982,24229,270425,26115,24724,0.0365887120727154,0.0486623351827918,0.0510061541834794,0.0517696403332177,0.0548852103530433,165038.040658593,0.0485824104250495,143187.368888645,21850.671769948
25943,22021,78364,7819,7039,50843,0.0903891758233003,0.0925986787115076,0.100136830730346,0.104790073097913,0.105954455044722,305039.125153682,0.0987738426815578,155419.87532718,149619.249826502
26502,185320,157188,4746,19557,176133,0.0739237047886641,0.0819248037171926,0.0830874455778382,0.0850344342938523,0.0853441003686054,216053.001903461,0.0818628977492305,134606.481038265,81446.5208651958
26645,124544,21487,3220,447,23155,0.0372993533363101,0.147180273380696,0.152887394014904,0.158211081390763,0.170304582717556,177303.248760566,0.133176536968046,169546.812018008,7756.43674255826
28455,2668,989,19626,3527,516,0.0901670264597969,0.0952984106454019,0.0972357590858129,0.0986485374601117,0.107067677753083,222629.184248344,0.0976834822808413,196300.064971234,26329.1192771104
29805,892,399,20159,17786,267,0.0821989647913475,0.0859009396618247,0.0954636860758578,0.0961376669444964,0.0963312057761435,209114.868125939,0.091206492649934,107418.376467175,101696.491658764
30458,33158,18119,365,182650,132,0.131665306268752,0.131706154686133,0.133494472112671,0.13354815233319,0.136458763223443,171794.43290864,0.133374569724838,165305.445594308,6488.98731433242
30668,48759,30754,202100,23656,242041,0.078472321522049,0.0974398027084707,0.142953088735692,0.143766901617285,0.158234915131387,181272.989007217,0.124173405942977,179080.899393834,2192.0896133832
30892,97,21078,18488,22017,461,0.066182085101969,0.072637878879264,0.11396024333242,0.127072728694226,0.129479167762224,201558.051277686,0.101866420754021,157160.825228061,44397.2260496246
32896,11792,18146,515,59140,15431,0.0663641683815783,0.0887345165095151,0.102391487450936,0.113974334339072,0.114528041367241,257829.942372559,0.0971985096096685,176593.30364046,81236.6387320988
32939,86422,223,745,431,3699,0.142807619220684,0.159188763217282,0.162564047152193,0.164382551877193,0.166320994964962,190961.721568687,0.159052795286463,184457.382145619,6504.33942306781
33406,270295,21078,97,442,27119,0.0750094749417034,0.113038095612199,0.117965418605358,0.148914163829088,0.154136844766611,213099.659706156,0.121812799550992,181611.006578312,31488.6531278436
38527,18140,15050,15434,19009,4068,0.0518575606967292,0.11426649356532,0.162944816828092,0.200083073240817,0.207650239181592,182900.226384395,0.14736043670251,171910.24573499,10989.9806494054
