"id","vecino_1","vecino_2","vecino_3","vecino_4","vecino_5","dist_vecino_1","dist_vecino_2","dist_vecino_3","dist_vecino_4","dist_vecino_5","monto_promedio_vecinos","distancia_promedio","monto_promedio","ganancia"
15747,21976,63388,516,47591,2668,0.00224014573455556,0.0747473000336296,0.0948809831882836,0.104558602246574,0.106285546644764,374488.523225526,0.0765425155695613,226088.15482277,148400.368402756
15813,18334,20258,2794,479,2824,0.0809730360965053,0.153561813851815,0.159131424901571,0.15993391587437,0.167347883509232,573057.198695474,0.144189614846699,112721.718278738,460335.480416736
15816,21495,2345,220048,3553,17778,0.0596845277395,0.0673023080503654,0.0726822805669898,0.07269140356862,0.0847750852110033,845507.523729524,0.0714271210272957,183597.494751512,661910.028978012
15833,771,789,21778,44920,10682,0.140490109515828,0.14377720201139,0.145881530330862,0.159114803748079,0.161182117201924,491398.35075975,0.150089152561617,111396.209105182,380002.141654568
15980,3527,2668,63388,516,1413,0.106834394509429,0.112027931371332,0.112795877550477,0.114950571288092,0.11700683323649,576164.395914488,0.112723121591164,472206.413662284,103957.982252204
16032,45862,21789,21812,914,15313,0.0247117942907581,0.107162113551785,0.111439714077032,0.114931299118853,0.115204086914928,359644.069095513,0.0946898015906712,309223.136903915,50420.9321915982
16193,803,327,21778,299144,19003,0.1083574323364,0.125879646426149,0.126416373606332,0.129505572601045,0.139334280122916,504886.855008538,0.125898661018568,483827.653444331,21059.201564207
16261,21744,22022,234572,5731,71164,0.0626213735865201,0.087406005206122,0.105864999526077,0.116524472590137,0.11818930021033,526223.969718594,0.0981212302238372,214812.097456229,311411.872262365
16309,17832,151384,15982,20864,24724,0.0609308159473869,0.0678500558986971,0.0748899540791969,0.0757912886116085,0.0778305495427874,449714.777463073,0.0714585328159354,194371.118246182,255343.659216891
16454,3457,225873,23638,19574,44955,0.0504600505718747,0.112835052594241,0.119506418556488,0.124469012815944,0.128293789552924,464827.238233371,0.107112864818294,416734.473728071,48092.7645053003
16792,157188,2436,101569,4746,20593,0.334574802399342,0.339565457022462,0.346041179334183,0.349416276787592,0.351444949934368,965075.428155351,0.344208533095589,624909.968268597,340165.459886754
16900,224115,224073,151294,3553,220048,0.094303961919962,0.0953163242960215,0.0955795435628085,0.09882622144388,0.0992939815768547,563801.210895408,0.0966640065599053,272238.926074529,291562.284820879
16906,16438,16908,150994,25840,15817,0.0842685420108055,0.108348339422061,0.110703841861848,0.111842591569065,0.113760183623785,908782.87424249,0.105784699697513,653261.0450628,255521.82917969
16972,79953,129,21,2794,19915,0.125649678450776,0.132306721340926,0.146884684473103,0.156849312953663,0.157796331249088,790994.071393785,0.143897345693511,143626.846518879,647367.224874906
17252,265,2669,5357,17961,15524,0.0816270918971686,0.0817939295628055,0.0942771519571629,0.100937978534077,0.103488289155374,442697.45885958,0.0924248882213176,436482.77132562,6214.68753396021
17304,202124,17434,16974,18338,127025,0.0216139771812261,0.0961141661387866,0.0988538612160389,0.118045956439836,0.121138470888983,811739.137660436,0.0911532863729741,450082.580287889,361656.557372547
17312,192,214795,29165,19003,803,0.120287961843513,0.1325918442187,0.135732082311933,0.137227910412435,0.139039803946143,1193891.17271102,0.132975920546545,650357.063496852,543534.109214168
17776,470,300421,124572,130135,2349,0.0981870276263008,0.135913042310471,0.140803020724651,0.14161726698151,0.142477296010078,489155.223084081,0.131799530730602,146997.469193979,342157.753890102
17960,2747,23710,41058,690,22492,0.0963253851803263,0.100830417932955,0.10864145873897,0.155439663904617,0.160626631151309,872021.914222417,0.124372711381635,505429.563022163,366592.351200254
18105,15675,14702,989,16993,16643,0.0717734020127115,0.0808803543144429,0.0845799989990438,0.086698691841388,0.0983251423427053,813120.594400809,0.0844515179020583,467275.927398605,345844.667002204
18110,18705,18872,20258,3836,73076,0.162632222271552,0.164089874747307,0.169410067301803,0.170468592876391,0.193815492138963,720086.285884865,0.172083249867203,307133.655719489,412952.630165376
18314,284974,63432,16983,781,323,0.105984628309565,0.13143815010303,0.131443238813307,0.139190003772568,0.143446950790904,660951.197509143,0.130300594357875,513324.510573649,147626.686935494
18352,59171,295282,5731,2133,282481,0.0666415759595546,0.0835740493493768,0.0840856147546275,0.0965092973510464,0.097974679356274,504201.401128607,0.0857570433541759,160477.067467156,343724.333661451
18483,618,24418,22686,5208,16267,0.0679945397153048,0.0895025330698872,0.0920317064470564,0.0921655702860867,0.0975792131221602,403932.114963159,0.0878547125280991,184493.444337019,219438.67062614
18500,81,18701,22891,5156,148,0.0562277261579893,0.139253197713365,0.14268230754994,0.14277569689252,0.167646685929812,465372.173521319,0.129717122848725,170665.24709716,294706.926424159
18636,16596,15687,16640,18351,16647,0.0984930160502815,0.158386809573207,0.209236582304281,0.210643945203317,0.213043874497646,756831.797589047,0.177960845525747,144128.438284764,612703.359304283
18646,22287,2762,213614,4796,16982,0.0953219859818426,0.124895680117365,0.136511701970084,0.160466164212074,0.163033405545133,595710.600609468,0.1360457875653,344668.19810184,251042.402507628
18657,18146,102,23656,299,595,0.137538247006407,0.139460746581766,0.151335371287028,0.152238201998738,0.154789716211484,955922.575118503,0.147072456617085,139080.059890493,816842.51522801
18662,27562,48996,44955,26468,96,0.0530755907903558,0.0540231715256184,0.0643306536128874,0.0723786863419558,0.0804543027566164,578600.927099754,0.0648524810054868,425640.087940253,152960.839159501
18679,20314,47816,678,185320,23629,0.0504704362735042,0.0508688088349843,0.0510307682421592,0.0608406484062146,0.0652400482151479,398054.666287546,0.055690141994402,366054.257742055,32000.4085454911
18690,379,2501,385,5654,294122,0.0775197242463914,0.0845521234036325,0.0992103935993949,0.0997708604918598,0.113077503930316,460361.417876061,0.0948261211343189,139479.212752646,320882.205123415
18812,20642,301864,207498,29558,29165,0.0903924867419681,0.107029963910874,0.114745107717065,0.114849697237695,0.1189221120556,837042.84344984,0.10918787353264,730715.01490657,106327.82854327
18819,771,127025,18341,482,61,0.133365062294205,0.137538017682474,0.137705653805497,0.137937061455224,0.139643249932368,826222.03272467,0.137237809033954,575123.690910515,251098.341814155
18831,18840,21994,399,20159,250392,0.117266359504187,0.128583932092274,0.130433515584873,0.138068671497359,0.138954082797923,828481.704591925,0.130661312295323,431046.716754115,397434.98783781
18832,16980,88286,1413,15675,16993,0.0907423112032802,0.105390758510149,0.105862464095744,0.106361846033352,0.107778863785362,692857.431398441,0.103227248725577,137408.413576089,555449.017822352
18846,21487,124544,447,355,16173,0.0732895379669695,0.12689433449428,0.130971958298362,0.132322643595828,0.147695194829318,395780.413274448,0.122234733836952,382047.222292467,13733.1909819814
19006,62546,51558,69500,168648,1848,0.0951622991505865,0.106425083792416,0.126077611962605,0.136404626818834,0.145252355453567,851537.248853961,0.121864395435602,814340.857851835,37196.3910021263
19007,32622,21737,4068,15434,15050,0.0966941218582831,0.149482033326072,0.17664302644344,0.216549397100551,0.241161784062173,829081.946946148,0.176106072558104,473950.784602467,355131.162343681
19010,271705,136886,9313,18656,20256,0.111928201360152,0.114764291803443,0.117346649811157,0.139018854779062,0.139867999435472,546187.409242014,0.124585199437857,504611.23245251,41576.1767895041
19063,21487,355,16173,2573,447,0.0831432757936723,0.120490149154351,0.121742357336373,0.140446496634171,0.141553321464773,299987.217917617,0.121475120076668,191803.308338521,108183.909579096
19302,133027,286466,21752,271705,253902,0.00379099024908095,0.160449503508074,0.176643442809536,0.17880422275123,0.183388787741041,783860.997003998,0.140615389411792,623484.343892788,160376.65311121
19326,21055,202124,299144,595,16974,0.0998428398780842,0.114167473470021,0.116616086737629,0.117798679714022,0.12091476707887,791322.695825684,0.113867969375725,210376.920168245,580945.775657439
19577,79250,20128,20839,88202,609,0.04975920963312,0.0897497904119942,0.0981770701751033,0.101546097635529,0.10337323450522,774391.368582302,0.0885210804721933,142359.816915239,632031.551667063
20135,127025,595,17053,23939,757,0.093976059983826,0.114521776491165,0.119329639023419,0.120003652584141,0.122419586953575,954344.515089847,0.114050143007225,549648.96277257,404695.552317278
20254,21262,46057,19310,20288,238757,0.0518445677661839,0.0549078913531748,0.0724977750042175,0.0855387199854969,0.0857035756600654,316704.977287925,0.0700985059538277,39769.1369873225,276935.840300603
20285,20159,399,22802,267,292,0.0737095721693058,0.0805946554338731,0.0826659410003364,0.0861203735294115,0.0865311542486724,772980.87511525,0.0819243392763198,543836.935914478,229143.939200772
20322,261,185326,53,3461,52644,0.122206580771187,0.128326795958319,0.128909687213283,0.146594752890387,0.153993470312626,761748.95309474,0.13600625742916,557255.152220889,204493.800873851
20560,24433,20852,24224,6755,25269,0.00600586349440888,0.0990949794039826,0.104020775591751,0.135065647768754,0.136060931264594,700018.709324324,0.0960496395046981,591789.847398355,108228.861925969
20576,47820,287873,254,56443,126373,0.0855206281339402,0.110257820510347,0.111841298994589,0.112449713419376,0.118844192007022,370612.795485316,0.107782730613055,236404.333314551,134208.462170765
20604,23657,266164,21051,32112,209162,0.0774482755009994,0.114062361022087,0.132177754718565,0.135651804817346,0.140498507683043,523351.170467433,0.119967740748408,246500.741029235,276850.429438198
20605,2695,163744,62467,21059,47820,0.0711973947177756,0.0813248841600843,0.0888338287939647,0.10165893091618,0.102480508033098,603907.615742476,0.0890991093242205,275222.516644737,328685.099097739
20606,294067,249124,287873,21093,71164,0.0399031725974989,0.0586170424590597,0.0620806119238961,0.0634107980155281,0.0665214249712984,268450.139991119,0.0581066099934562,220690.589833132,47759.5501579873
20836,17832,20864,151384,7894,571,0.0222667254351404,0.0534275059940896,0.0545705235568999,0.070534398123632,0.0752123737793802,475718.100176919,0.0552023053778284,430948.306835246,44769.7933416728
20838,2736,27121,20159,292,42824,0.0323577774606808,0.0325122102914924,0.0466938548370713,0.0557000747870249,0.064195899708875,682518.655376206,0.0462919634170289,228285.423205366,454233.23217084
20854,23656,4876,296510,9568,25269,0.0323042744954673,0.0693345658324035,0.0891348537701247,0.105250428550615,0.113167012437015,520110.790062116,0.0818382270171251,268105.096726447,252005.693335669
20885,20846,282327,365,132,18119,0.0195691393632338,0.0728878457313063,0.0820790713091563,0.100318894286604,0.101422396897248,534568.322225294,0.0752554695175097,51186.828011321,483381.494213973
21042,27719,47975,77117,20863,19574,0.0617371277622883,0.0726943048723031,0.0748832562091256,0.0758157185555225,0.0822438328273044,618892.047368198,0.0734748480453088,373308.708645977,245583.338722221
21071,21761,297656,25445,234572,20279,0.0942502284952041,0.0989812457480775,0.117454322816336,0.120523426724924,0.12136072739922,704276.028891378,0.110513990236752,160703.905707896,543572.123183482
21489,20258,8743,19915,21119,19014,0.075876681823178,0.0823599618851479,0.0882117434596418,0.0890363817663273,0.091300214767709,791344.147048639,0.0853569967404008,125982.60889601,665361.538152629
21505,675,21528,35343,680,87369,0.118789734298136,0.119895476905065,0.12073575783194,0.129700269559808,0.139578249043961,782804.090207928,0.125739897527782,252138.992311007,530665.097896921
21514,1449,23428,19588,264793,30657,0.0901559657596586,0.0927274571483281,0.0946891339050241,0.0954657203192635,0.0966698590205831,306705.110925639,0.0939416272305715,305288.709556509,1416.40136912977
21527,247295,179254,287778,16587,298063,0.0525731126981798,0.0537111095757794,0.0566599746066707,0.0572298125114586,0.0573361105818156,490541.24419404,0.0555020239947808,173318.223766878,317223.020427162
21730,3527,2668,516,15537,989,0.0359959084573464,0.0700119290927114,0.0792086557308085,0.0817089465965773,0.0843379358229806,874131.512667065,0.0702526751400848,216647.779708597,657483.732958468
21734,18839,31562,21115,33698,192791,0.0744149011224787,0.0760845247676365,0.0762274949250618,0.0927288415044656,0.0980557070346996,494881.858812905,0.0835022938708684,340927.546198416,153954.312614489
22005,88167,18650,21066,2345,21490,0.0851069116768969,0.0959864142063546,0.120079830084988,0.122243972069885,0.123359833200431,689487.146448365,0.109355392247711,521755.258304169,167731.888144196
22009,32112,23657,51194,21051,28680,0.107391107747532,0.110620092968164,0.11891268359065,0.125803954155258,0.133932928663838,455517.077518781,0.119332153425088,325720.7446891,129796.332829681
22341,228666,24418,5208,22686,210759,0.0886548965254583,0.0988414059709593,0.102595810624972,0.10326203549454,0.109148005715985,388572.681432466,0.100500430866383,181896.048945273,206676.632487193
22900,515,16494,18146,1042,806,0.107970672032228,0.108879728237527,0.109800593761073,0.114236729302839,0.119278372672989,822010.738621128,0.112033219201331,487943.904346204,334066.834274924
22932,652,24131,30743,8743,570,0.00164665287773468,0.0521779992868396,0.0682116516194399,0.0787389911584439,0.0910876384406423,504421.29954674,0.0583725866766201,462639.182954365,41782.116592375
23431,2623,23428,471,20284,19557,0.0668182545392189,0.0684232382623807,0.0694840462001428,0.0906703374849009,0.0922688918388302,414184.505938548,0.0775329536650947,155065.040046138,259119.46589241
23461,22006,127025,493,5725,16974,0.12040813578267,0.128159295423549,0.146983007467204,0.154731456967101,0.155035820696658,713058.649989288,0.141063543267436,392575.52473918,320483.125250108
23514,23723,3788,89084,23526,22492,0.218865297821687,0.233335840954006,0.240018043305034,0.241184168500041,0.260498677199664,751411.884021824,0.238780405556086,425066.371219665,326345.512802159
23667,23657,32112,266164,21976,21051,0.125752471106548,0.127952961631349,0.146773809522037,0.150053918662954,0.150107058394583,401150.899228769,0.140128043863494,151772.605631075,249378.293597694
23961,23155,21487,24212,62,16173,0.142001557039187,0.176755578928533,0.180715597285054,0.193503559512894,0.206708819527741,576791.049443763,0.179937022458682,475617.188941114,101173.860502649
23993,136700,881,201,33698,21115,0.0766848932746594,0.0918962141182033,0.10090912674592,0.10155461727729,0.10517884904285,899849.958518773,0.0952447400917845,460544.405399624,439305.553119149
24204,48388,15412,23155,24212,21728,0.0833965305031246,0.193209009179858,0.268011816804187,0.30774206201094,0.335288301178375,739625.687116277,0.237529543935297,615236.03197753,124389.655138747
24452,216522,30754,686,102,48759,0.0418497146312982,0.231387392668844,0.238162010621439,0.238424454422179,0.238978627669064,658029.772758325,0.197760440002565,590096.313833825,67933.4589244999
26502,185320,157188,4746,19557,176133,0.0738340572675025,0.0833012604811356,0.0843029061869689,0.0860287864243856,0.0880085773185755,636673.621004964,0.0830951175357136,201236.689152207,435436.931852757
27086,217447,16475,47631,26148,36326,0.0656462940823292,0.0735495029856828,0.0901988046826054,0.0903972989051452,0.0904058309744062,639487.188679358,0.0820395463260338,478464.137889234,161023.050790124
27749,15820,15969,311,299144,83,0.127707398967387,0.132382560930618,0.17739199763589,0.195152092983585,0.203251267415811,683914.513431848,0.167177063586658,326467.639712463,357446.873719385
28455,2668,989,3527,19626,16643,0.0912054779569801,0.0960638498559412,0.0997533471163772,0.0997959120783909,0.104641799084721,847168.309529549,0.0982920772184821,406341.134490455,440827.175039094
28691,311,19003,803,214795,327,0.158677377338835,0.162399859913064,0.168776907417799,0.176515111261559,0.177690503118372,698767.442431317,0.168811951809926,615748.078608524,83019.3638227934
29805,399,17786,20159,267,292,0.0854364258506192,0.0969359169182857,0.0975432863128165,0.0984007167635857,0.099852330633577,682052.522464768,0.0956337352957768,148237.359524701,533815.162940067
30458,18119,182650,365,132,22073,0.132825458576972,0.133893549192557,0.134617587947419,0.137866139560247,0.148477997709373,670312.931968123,0.137536146597314,171091.136190109,499221.795778014
30668,48759,30754,23656,242041,31540,0.0792459326917461,0.0984074056638147,0.145303813738594,0.160145632080178,0.166235206349881,544452.026957431,0.129867598104843,185348.730872618,359103.296084813
