"id","vecino_1","vecino_2","vecino_3","vecino_4","vecino_5","dist_vecino_1","dist_vecino_2","dist_vecino_3","dist_vecino_4","dist_vecino_5"
18339,88186,913,18999,18648,18836,0.12611018912847,0.130669440045323,0.131112045962838,0.132970448969792,0.137033697032349
57763,32305,19540,297618,50173,24432,0.0895603874781743,0.0909681657509966,0.102693990734201,0.104684589761893,0.112106483003992
23514,23723,3788,89084,23526,22492,0.218865297821687,0.233335840954006,0.240018043305034,0.241184168500041,0.260498677199664
20907,296510,9568,17413,1593,102,0.100868096450447,0.115366987702228,0.11589772229035,0.116046521632123,0.116703820325632
21734,18839,31562,21115,33698,192791,0.0744149011224787,0.0760845247676365,0.0762274949250618,0.0927288415044656,0.0980557070346996
16309,17832,151384,15982,20864,24724,0.0609308159473869,0.0678500558986971,0.0748899540791969,0.0757912886116085,0.0778305495427874
24904,155421,5760,271680,434,16330,0.0903704249304793,0.0920941760185929,0.111797050225674,0.118318719818288,0.12280830189718
2667,15412,437,24212,23155,48388,0.0517029235305658,0.190536140479975,0.218031232591851,0.236813631569907,0.240401992767108
11039,64,27719,47816,47975,16587,0.074492059577167,0.081556718347437,0.0819181269003717,0.0863656460390939,0.0864295355154402
88144,15821,194,17961,245,111225,0.0356612832769493,0.0696456040349501,0.0720649577039033,0.0868032898341476,0.0951916460843491
30892,97,21078,18488,461,22017,0.0668625788072992,0.0733623797165643,0.115290076135292,0.12843855640672,0.12845855822847
18636,16596,15687,16640,18351,16647,0.0984930160502815,0.158386809573207,0.209236582304281,0.210643945203317,0.213043874497646
24452,216522,30754,686,102,48759,0.0418497146312982,0.231387392668844,0.238162010621439,0.238424454422179,0.238978627669064
16832,3113,856,73243,21094,69514,0.0854288814637715,0.0866532814573354,0.0883680726262271,0.0885563169803455,0.0890758399793367
22005,88167,18650,21066,2345,21490,0.0851069116768969,0.0959864142063546,0.120079830084988,0.122243972069885,0.123359833200431
282488,16993,32390,18348,15675,15317,0.0745547297251934,0.0843164245301934,0.0952276251874779,0.0982439578659921,0.10140560440279
821,264835,463,726,479,18826,0.116651009699376,0.128227652470158,0.133878251686379,0.134773501962122,0.142409476863438
21071,21761,297656,234572,20279,128187,0.0942502284952041,0.0989812457480775,0.120523426724924,0.12136072739922,0.125202956774848
21505,675,21528,35343,680,87369,0.118789734298136,0.119895476905065,0.12073575783194,0.129700269559808,0.139578249043961
151451,75545,15331,3931,264,16264,0.00291898455000252,0.0510435443155926,0.0586974466452996,0.06127706317378,0.0643898072111333
38,315,264793,4702,126282,1449,0.10587999372048,0.114359917365187,0.114996065963411,0.117261653055523,0.119312243323444
15718,294122,19626,224,15708,195,0.0903219848186602,0.100484402359321,0.102850194010276,0.103088780849244,0.105573677729419
97439,989,14702,516,16643,2668,0.0618240396596886,0.0623673874290309,0.0685172988237398,0.077006818158489,0.0814300925889824
257283,17313,14392,22504,17627,14624,0.00558584157973673,0.145116287542082,0.148804688894377,0.151938855118109,0.153014073393882
23461,22006,127025,493,5725,16974,0.12040813578267,0.128159295423549,0.146983007467204,0.154731456967101,0.155035820696658
28691,311,19003,803,214795,327,0.158677377338835,0.162399859913064,0.168776907417799,0.176515111261559,0.177690503118372
26015,15708,2455,294122,16572,24713,0.0722823912676963,0.0797062378908115,0.0798535670462402,0.0807101565429072,0.102625220268912
20604,23657,266164,2590,21051,32112,0.0774482755009994,0.114062361022087,0.122198061311276,0.132177754718565,0.135651804817346
207601,15683,102,30754,48759,15999,0.182469188456712,0.197263579907439,0.216937296551335,0.217333114942335,0.217914433951631
253925,5357,19640,16980,15317,16993,0.101890177482524,0.107738753832096,0.115051460440748,0.115193862896698,0.120481009369803
19326,21055,202124,299144,595,16974,0.0998428398780842,0.114167473470021,0.116616086737629,0.117798679714022,0.12091476707887
18679,20314,47816,678,185320,23629,0.0504704362735042,0.0508688088349843,0.0510307682421592,0.0608406484062146,0.0652400482151479
194689,18175,16086,15421,23939,268,0.00205373923468474,0.108140669439046,0.118602333664044,0.126835222450831,0.138914730073087
6877,157188,270417,4746,293024,276186,0.0746261404706066,0.0753544860588229,0.0798221114071388,0.082623710191892,0.085317348785468
292935,3699,192886,223,849,6855,0.0987741124609652,0.109096259100067,0.111434054657921,0.119915866278164,0.123122036606904
2147,79250,20128,88202,20839,609,0.0750608433247532,0.100723318888186,0.102548136889941,0.103377034994003,0.120268556085483
202268,2872,278510,40448,56477,16980,0.129484615473015,0.130118484414266,0.141131373197079,0.146823822575169,0.146945850919607
