"customer_id","monto_promedio"
24439,71843.7730769231
24442,20338.25
24449,59897.4675
24450,24555.24
24452,48661.76
24453,76499.1454545454
24461,56684.2291666667
24500,104812.476666667
24707,56985.62
24713,61208.02
24724,47640.43
24898,9957.6425
24904,152669.642857143
24937,48192.1242857143
24969,36787.44
25226,57177.027
25233,23818.8125
25269,5734.62666666667
25451,44236.756
25452,74305.3333333333
25460,35694.88
25461,66351.0547619048
25811,48458.5
25840,93834.8945454545
25915,21073.9942857143
25943,83537.81375
26096,24813.2833333333
26104,58412.727
26115,18510.57
26148,51933.175
26442,42594.0733333333
26468,68645.7485714286
26502,15125.6711111111
26510,26695.7075
26635,13326
26645,107024.490588235
26650,44773.008
26886,78740.44
26896,52913.0533333333
26972,66839.925
27086,32125.625
27119,126007.846875
27121,22348.03375
27246,33702.305
27269,83378.2773333333
27440,26116.722
27442,68209.9071428571
27554,27390
27562,26856.7657142857
27583,85882.8909090909
27633,36528.05
27719,35973.371
27749,21747
27828,41270.6733333333
27972,22972.488
27977,78967.2536363636
27981,42278.427
28228,32545.8533333333
28235,40782.9866666667
28431,27600
28437,56251.5033333333
28455,26787.77
28460,32545.5642857143
28680,42079.21
28691,44521.9583333333
29165,151309.871666667
29558,17072
29628,21713.137
29641,16425
29805,11981.7066666667
30026,86118.92875
30275,61465.3686666667
30453,37359.246
30458,11640
30657,40662.2790909091
30668,12610
30696,86040.68
30743,33734.78125
30754,20838.5666666667
30775,38764.68
30892,67523.24625
31288,6797.48
31400,49821.7366666667
31540,126106.046666667
31562,32790.6555555556
31570,18839.71
31605,23693.264
32112,22890.2083333333
32127,71880.67
32305,81840.358
32390,17619.545
32622,26950
32624,27823.54125
32855,32010
32896,76396.0764285714
32939,31875.82
32957,44910.55
33184,54615.3483333333
33406,37972.2
33698,90748.25
33752,43180.47
34848,28880.74
35343,23203.3333333333
36185,76962.97875
36231,105541.59375
36232,47069.1366666667
36261,45364.225
36326,45482.9818181818
36377,87825.6736363636
36880,53898.066
37049,22097.7866666667
37744,76263.0844444445
38527,38742.343
38528,39990.7285714286
38602,44095.958
38623,97395.0136363636
39243,25133
39358,51267.8
40001,23219.69
40394,7026
40448,25610.6311111111
40982,29924.6622222222
40987,34941.4
41012,49806.3333333333
41024,75331.957
41052,67787.729
41058,37269.6555555556
42477,27177.3333333333
42824,18505
43352,66425.41
43510,25175.24
43630,93022.2771428571
43958,61560.3828571429
44268,45767.175
44920,70596.05
44955,66714.136
45184,86893.8175
45532,77171.901
45844,28447.793
45862,21417.89
45884,14051.65
46057,42500.31
46297,49099.87
46333,27736.368
46350,92777.09
46579,37748
46595,104758.186428571
46854,14945.8
47196,64586.992
47332,39878.3683333333
47356,28094.945
47583,55495
47591,7480
47602,26175.1266666667
47631,63358.4
47812,86391.7293333333
47816,56886.3866666667
47820,16480
47975,72175.7866666667
48253,36889.806
48256,34885
48259,93966.2871428571
48267,83779.8125
48388,45042.205
48620,30195
