"id","lat","lon","geometry","estaciones_servicio_200mts","estaciones_servicio_1000mts","subtes_200mts","subtes_1000mts","id_rc","porc_nbi","hacinamiento","densidad_pob","porc_mujeres","porc_varones","uni_privada_200mts","uni_publica_200mts","uni_privada_1000mts","uni_publica_1000mts","estadios_200mts","estadios_1000mts","river_1500mts","boca_1500mts","clubes_200mts","clubes_1000mts","tienda_mas_cercana","escuelas_cercanas_200m","escuelas_cercanas_1000m","paradas_cercanas_200m","paradas_cercanas_1000m","everdes_cercanos_200m","everdes_cercanos_1000m","hay_bicicleteros_200m","hospitales_cercanos_200m","hospitales_cercanos_1000m","distancia_al_hospital_mas_cercano","parroquias_cercanas_200m","parroquias_cercanas_1000m","comuna","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado","producto_1","producto_2","producto_3","producto_4","producto_5","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5"
"bytearray(b'\xda\x9e\xeb6\x90\x0bG$\x90jA;\\cK\xc9')",-34.619668,-58.5043537,"POINT (-58.5043537 -34.619668)",0,0,0,0,449,0.00921658986175115,2.61059907834101,125696752.562673,0.548984995586937,0.451015004413063,0,0,0,0,0,1,0,0,0,7,29.0487852680659,4,35,2,46,0,3,0,0,2,335.387896304727,0,1,10,0,14,1,0,1,0,1,0,12,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7791813426189","7798062540253","0","0","0",5,3,0,0,0
"bytearray(b'\xda\xc7\x1dpg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5922518,-58.446843,"POINT (-58.446843 -34.5922518)",0,4,1,1,1552,0.0961538461538462,2.53571428571429,134693246.605155,0.52112676056338,0.47887323943662,0,0,0,0,0,1,0,0,0,5,93.9853234422671,1,30,11,92,0,7,1,0,0,2320.40494494395,1,2,15,3,22,7,0,1,0,1,3,20,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7792798779277","7793147570743","7791813420118","7501064199847",194,5,197,4,6
"bytearray(b'\xda\xd0}\xf6g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6338644,-58.3757189,"POINT (-58.37571889999999 -34.6338644)",1,2,0,0,2269,0,2.44501278772379,402780673.113836,0.561715481171548,0.438284518828452,0,0,1,2,0,0,0,1,0,0,179.839270926751,8,46,7,154,0,16,1,0,4,494.436481501504,1,3,4,1,15,6,0,4,0,1,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798005888","7798119220183","7790315000422","7790895005312","0",194,9,6,5,0
"bytearray(b'\xda\xd9\xe0\xf1g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6320781,-58.3729927,"POINT (-58.3729927 -34.6320781)",0,1,0,0,2286,0,2.20289855072464,484838029.182416,0.552631578947368,0.447368421052632,0,0,1,1,0,1,0,1,0,0,56.4450315751531,0,48,1,135,0,19,0,0,3,405.575983027842,0,2,4,0,18,3,0,4,0,1,0,13,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7792798009572","7792795002405","7798167043741","0","0",194,197,0,0,0
"bytearray(b'\xda\xda\xf4\x17g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6339681,-58.3741083,"POINT (-58.3741083 -34.6339681)",1,2,0,0,2286,0,2.20289855072464,484838029.182416,0.552631578947368,0.447368421052632,0,0,1,2,0,1,0,1,0,0,179.839270926751,6,48,2,134,0,16,1,0,4,543.733042550715,1,2,4,0,16,4,0,4,0,1,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798001712","7792798001293","7792798001927","7792798001965","7792798002344",194,48,58,197,0
"bytearray(b'\xda\xda\xf5\'g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6028043,-58.4611198,"POINT (-58.46111979999999 -34.6028043)",1,7,0,0,1748,0.0192307692307692,2.76923076923077,170416673.140265,0.55,0.45,0,0,0,0,0,0,0,0,1,4,109.984296170147,4,31,2,44,0,3,1,0,1,370.582418437406,0,2,15,1,12,3,0,1,0,2,1,9,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"7793147118884","7790380002734","7793147000769","7793147571726","7790380011804",194,55,5,48,54
"bytearray(b'\xda\xda\xf5|g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6356743,-58.373042,"POINT (-58.373042 -34.63567430000001)",0,1,0,0,2290,0.0072992700729927,2.35036496350365,317182513.996506,0.546583850931677,0.453416149068323,0,0,1,1,0,2,0,1,0,1,259.570625675994,2,39,0,116,0,13,0,0,1,802.20602312164,0,1,4,1,12,0,0,3,0,1,1,8,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7501064199847","7798119220015","7791813421580","7798119220183","7790577002165",194,9,3187,195,3
"bytearray(b'\xdb\x8c\x8e3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.557694,-58.4472909,"POINT (-58.44729089999999 -34.557694)",0,2,0,0,977,0.0093167701863354,2.2888198757764,226755894.847543,0.552238805970149,0.447761194029851,0,0,0,0,0,1,0,0,0,3,0.00000000279396772,1,34,4,63,0,9,1,0,1,869.338535201044,1,1,13,2,14,66,0,4,0,1,2,9,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7790250044529","7790580283506","7790895000720","7793253004439","0",4,57,86,175,0
"bytearray(b'\xdb\xba\xc6Kg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6157187,-58.3875412,"POINT (-58.3875412 -34.6157187)",0,4,0,5,74,0.209905660377358,2.10377358490566,500862215.32503,0.538116591928251,0.461883408071749,0,0,4,2,0,0,0,0,0,4,122.386108924494,1,70,4,177,0,15,0,0,0,1192.59265298317,0,2,1,1,36,6,0,2,0,1,1,33,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7790380002963","7790430060349","7790580119058","7790580119133","7790580169305",55,4,190,54,195
"bytearray(b'\xdb\xe0\x7f\xe0\x06OB\xc7\x8d\xa7\xa6>C4<\x81')",-34.5624323,-58.4766714,"POINT (-58.47667139999999 -34.5624323)",0,4,0,0,914,0.00923076923076923,2.67076923076923,100381782.343627,0.554147465437788,0.445852534562212,0,0,0,1,0,0,0,0,1,3,128.791366820288,0,26,3,67,0,23,0,0,1,716.295797112266,0,1,12,0,16,3,0,2,0,0,0,14,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"5553232225000","7790070936479","7790036000329","7790895009846","7791813555049",5,60,4,6,0
"bytearray(b'\xdc\x0b\xe7\xbf\xb19I\x08\x8f\xda\xa5\x8b\x0f]\xda\xa2')",-34.5577377,-58.4505164,"POINT (-58.4505164 -34.5577377)",0,1,0,1,943,0.0165094339622642,2.1061320754717,205699839.103419,0.564389697648376,0.435610302351624,0,0,1,0,0,1,0,0,0,3,32.8014096007666,0,38,9,75,0,11,1,0,0,1180.93792135398,0,3,13,1,24,11,0,5,0,2,1,17,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"7791813420385","7798062548686","7792798011254","7792798007493","7798062548716",3,5,194,3187,0
"bytearray(b'\xdc\xf7\x11Ng\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5861213,-58.4141215,"POINT (-58.41412150000001 -34.58612129999999)",0,0,0,2,1409,0.00668896321070234,2.10702341137124,540597355.898098,0.573015873015873,0.426984126984127,0,0,0,1,0,0,0,0,0,1,3.43239996418472,2,57,11,138,0,9,1,0,0,1049.12584369733,0,3,14,1,35,11,1,9,0,4,0,22,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798002788","7790206006106","7790310920398","7790407022011","7792798779277",55,194,190,160,197
"bytearray(b'\xdd/K\x14g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6558538,-58.5089272,"POINT (-58.5089272 -34.6558538)",0,4,0,0,3441,0.037037037037037,2.55864197530864,126632889.904426,0.542822677925211,0.457177322074789,0,0,0,0,0,0,0,0,0,3,70.2795815124765,2,27,8,54,0,13,0,0,0,1170.72584214113,0,3,9,1,14,2,0,0,0,0,1,14,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7798159944377","7793360005060","9002490100070","7792798003761","7790139002879",195,9,62,194,197
"bytearray(b'\xdd\x11O\x0e!\x9fJ|\xa3\xd2\xb3\xaf\x8f@\x95\xff')",-34.6407022,-58.3779252,"POINT (-58.37792520000001 -34.64070219999999)",0,2,0,0,2260,0.0828025477707006,3.0828025477707,36540350.9179969,0.487603305785124,0.512396694214876,0,0,1,2,0,0,0,0,0,1,264.827312719616,0,45,4,94,0,16,1,0,4,427.161453277945,0,1,4,1,11,0,1,3,0,1,0,7,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798119220015","7791540045042","7790895000232","7798113300041","0",9,195,5,3187,0
"bytearray(b'\xdd\xc50Eg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6474661,-58.4977256,"POINT (-58.4977256 -34.6474661)",0,2,0,0,3427,0.171521035598705,2.66343042071197,128581119.581193,0.534629404617254,0.465370595382746,0,0,0,0,0,0,0,0,0,3,189.057329094919,0,21,7,71,0,4,0,0,0,2006.57279282261,0,4,9,0,11,2,0,0,0,0,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7793704000232","7790895000997","7798159944377","5553232225000","7790895001000",5,58,195,197,0
"bytearray(b'\xde\xee\x99+U\xb8B$\xa9\xce)\xd5\xceKl/')",-34.6163518,-58.4227273,"POINT (-58.42272730000001 -34.6163518)",0,3,0,2,2531,0.103448275862069,2.43448275862069,191687461.918415,0.541076487252125,0.458923512747875,0,0,1,1,0,0,0,0,0,4,5.2901172591143,3,75,3,110,0,7,1,0,1,596.174150544368,1,3,5,2,34,1,0,6,0,2,2,26,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7792798012947","7792798010882","7792931000039","0","0",194,6,0,0,0
"bytearray(b'\xdf\x93\xea\xb4g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5990045,-58.513548,"POINT (-58.51354799999999 -34.5990045)",0,2,0,0,643,0,3.2027027027027,66359015.5226247,0.570675105485232,0.429324894514768,0,0,1,1,0,0,0,0,1,5,114.202617773113,0,34,1,42,1,36,0,0,1,307.5038163328,0,3,11,0,5,1,0,2,0,0,0,3,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7798085680127","7790315100177","7790315100184","7790315100207","7798062540109",4,3,6,0,0
"bytearray(b'\xdf\xdf\xbe\xdb\xac\xab@\xeb\x9d\x90E""}=_\xaa')",-34.5930731,-58.4068852,"POINT (-58.4068852 -34.5930731)",0,2,1,5,1857,0.00678733031674208,2.16968325791855,452356161.672647,0.590198123044838,0.409801876955162,0,0,3,3,0,0,0,0,0,0,22.4583372204976,2,67,8,122,0,9,1,0,1,596.679815126353,0,5,2,1,38,5,0,9,0,4,1,25,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798012923","7792798003761","9002490100070","0","0",194,9,0,0,0
"bytearray(b'\xe0\x1aC\x92g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.60341382,-58.39408314,"POINT (-58.39408314 -34.60341382)",0,1,0,7,2179,0.179331306990881,2.6322188449848,483368835.328648,0.565819861431871,0.434180138568129,2,0,21,5,0,0,0,0,0,6,64.027812474374,5,106,3,174,0,7,1,0,0,2358.92361279751,0,3,3,4,43,11,0,10,0,1,4,32,0,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"7793147118884","7790538009783","7790538000667","7501064199847","7610113010747",194,190,5,55,197
"bytearray(b'\xe0\x81\xff\xcd\x97\xd5I\xeb\xaf\xb0}\xcb\x05d\xbe/')",-34.63205,-58.4659081,"POINT (-58.4659081 -34.63204999999999)",0,4,0,2,3124,0.0988593155893536,2.19391634980989,318641314.476105,0.554592720970537,0.445407279029463,0,0,3,0,0,0,0,0,0,1,99.1314514468532,1,51,2,90,0,12,0,0,0,1138.57576107375,0,4,7,0,18,10,0,4,0,0,0,14,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798005888","779254026013","7798062548686","7798062548716","0",194,32,3,0,0
"bytearray(b'\xe0\xe3w\xad)0JR\xa5\x92\xc6-0zV\xe3')",-34.6516949,-58.491912,"POINT (-58.49191200000001 -34.6516949)",0,2,0,0,3465,0.0140350877192982,2.94385964912281,109694224.335563,0.513706793802145,0.486293206197855,0,0,0,0,0,0,0,0,0,4,36.073649640231,0,21,5,78,0,25,0,0,0,2661.91261646853,0,1,9,2,10,3,0,0,0,0,2,10,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7792798005888","7790895640452","0","0","0",194,3,0,0,0
"bytearray(b'\xe0t\xcb\xc8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6142343,-58.4190888,"POINT (-58.4190888 -34.6142343)",0,6,0,2,2507,0.0297397769516729,2.28438661710037,507120819.07936,0.567941415785191,0.432058584214809,0,0,1,3,0,0,0,0,1,4,73.5727452888535,2,81,7,118,0,5,0,0,1,955.651183459022,0,3,5,1,34,7,1,4,0,2,0,28,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"7790290001193","7792798001293","7798062547801","7791813555049","7792170042005",194,197,6,4,5
"bytearray(b'\xe1s}\xdea\xcfG\x12\xbe\xe2!\x12\xf9>6\xde')",-34.6393158,-58.5166222,"POINT (-58.51662219999999 -34.63931579999999)",1,4,0,0,3383,0.0181818181818182,2.48181818181818,154345582.337073,0.526251526251526,0.473748473748474,0,0,0,0,0,1,0,0,0,7,160.515338208417,0,27,5,65,0,14,0,0,0,1340.2052152385,0,2,9,1,14,4,0,1,0,1,1,12,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7793147000769","7793147571726","7792931000039","0","0",194,6,0,0,0
"bytearray(b'\xe2@\xd7\xa2se@\xe3\x83}\x99e\x99\xfe5\x9a')",-34.60384,-58.417965,"POINT (-58.417965 -34.60384)",0,4,0,3,2666,0.00696864111498257,2.09407665505226,423179381.160431,0.575707154742097,0.424292845257904,0,0,4,3,0,0,0,0,0,5,0,0,64,7,125,0,5,1,0,0,1460.49311124153,0,4,5,4,39,11,1,7,0,2,3,30,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895000782","7790580119133","7790895000782","7790580116460","7798062548648",3187,55,5,3,4
"bytearray(b'\xe2\xce1\xa1\xb7\xcbMr\xb9.\xdarz\x98\xa0\x00')",-34.6326755,-58.4776823,"POINT (-58.47768230000001 -34.6326755)",2,4,0,1,385,0.224770642201835,2.50917431192661,261140449.870797,0.526508226691042,0.473491773308958,0,0,1,0,0,0,0,0,0,4,67.8773234007952,0,51,13,91,0,9,0,0,0,1467.34601646006,0,2,10,1,15,4,0,2,0,0,1,13,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7798119220015","0","0","0","0",9,0,0,0,0
"bytearray(b'\xe2\xeb%m\x86^N#\xa2\x15\xb0#\x9a\xbd\x1d\x16')",-34.6282963,-58.4528013,"POINT (-58.4528013 -34.6282963)",0,4,0,2,2914,0.0305676855895196,2.39301310043668,236755477.239706,0.536496350364963,0.463503649635036,0,0,1,1,0,0,0,0,0,2,0.657048036908761,1,58,4,78,0,4,0,0,0,1941.09281760698,0,3,7,2,20,6,0,5,1,1,1,14,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7501064199847","7792798001965","7792798003761","0","0",194,0,0,0,0
"bytearray(b'\xe2{oE\x96\xfeG\xc8\x8c\x81\x14\x81\x04E3T')",-34.6209901,-58.4403276,"POINT (-58.4403276 -34.6209901)",0,2,1,3,2762,0.066746126340882,2.06197854588796,516236803.55283,0.566473988439306,0.433526011560694,0,0,1,1,0,1,0,0,0,2,163.475833114399,0,51,20,116,0,6,1,0,0,1073.39487359081,0,3,6,3,31,6,1,9,0,0,2,22,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7793147571283","7791813555049","0","0","0",194,5,0,0,0
"bytearray(b'\xe4*~\xeb\x96\xfeF\xa7\x94k\x18\x1d\x98\x81L\x13')",-34.6235303,-58.5281012,"POINT (-58.52810119999999 -34.6235303)",0,1,0,0,399,0,2.86176470588235,90736795.3517238,0.523124357656732,0.476875642343268,0,0,0,0,0,0,0,0,0,4,188.127869036138,0,21,1,38,0,4,0,0,0,2293.55417370088,0,1,10,0,9,1,0,1,0,0,0,8,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7790895000997","0","0","0","0",5,0,0,0,0
"bytearray(b'\xe4\xc4\x18Ig\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5876466,-58.4503183,"POINT (-58.45031829999999 -34.5876466)",1,2,0,2,1550,0.0433145009416196,2.19209039548023,232318059.290449,0.536082474226804,0.463917525773196,0,0,0,0,0,1,0,0,0,1,0,0,42,2,140,2,15,0,0,0,2313.4008711808,0,3,15,1,22,8,0,0,0,1,1,21,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7798062547801","7501064199847","755935314348782","7798119220015","7792798001965",194,6,9,4,197
"bytearray(b'\xe4\xda\xda\x9dg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6119258,-58.4193416,"POINT (-58.4193416 -34.6119258)",0,5,0,2,2505,0.00475059382422802,2.21140142517815,433069202.401693,0.571428571428571,0.428571428571429,0,0,1,3,0,0,0,0,1,4,0,0,75,9,124,0,7,1,0,1,995.837193282015,0,4,5,4,37,11,1,6,1,1,2,30,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7798119220015","7792798003761","7790206006106","7790206016006","7792070001041",9,194,61,55,195
"bytearray(b'\xe4\xec;.g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6110237,-58.4167967,"POINT (-58.41679670000001 -34.6110237)",0,7,1,2,2512,0.0415094339622641,2.07358490566038,595740920.307665,0.591446769790719,0.408553230209281,0,0,2,3,0,0,0,0,0,4,59.1421495488783,3,71,8,142,0,9,1,0,0,1202.33582627661,0,4,5,3,40,12,1,7,0,1,2,32,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7790070507112","0","0","0","0",58,0,0,0,0
"bytearray(b'\xe5 \x87\xc7g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6031687,-58.4445195,"POINT (-58.4445195 -34.60316869999999)",0,6,0,1,1617,0.0163043478260869,2.32065217391304,249374021.3261,0.553864168618267,0.446135831381733,0,0,0,0,0,0,0,0,0,4,14.2698528871023,0,45,5,119,0,11,0,0,0,1070.49119750564,0,1,15,1,31,6,0,2,0,1,1,28,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"7622300835620","7790380028208","7792798001965","77939234","7793147571108",55,194,5,4,9
"bytearray(b'\xe5 p\xc3g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6463071,-58.4736053,"POINT (-58.47360530000003 -34.6463071)",0,4,0,0,3325,0.0523560209424084,2.8586387434555,10352017.1769286,0.494505494505495,0.505494505494505,0,0,0,0,0,0,0,0,1,5,297.462564216585,0,26,1,54,0,22,1,0,0,2193.88496608128,0,3,9,0,6,0,0,0,0,0,0,6,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798005888","7798119220183","7790290001193","7791843008294","0",194,9,197,195,0
"bytearray(b'\xe5\x15\xbd\x1bg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.568365,-58.4829611,"POINT (-58.4829611 -34.568365)",0,3,0,1,715,0.107023411371237,2.7257525083612,129318764.694706,0.571779141104295,0.428220858895706,0,0,0,1,0,0,0,0,0,1,27.5680585727369,0,45,3,77,0,27,1,0,0,1396.56565203448,1,2,12,0,22,4,0,4,0,0,0,18,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"70847032861","7792931000039","7792798003563","7792798009312","7793147572167",194,6,9,5,716
"bytearray(b'\xe5\xe0\x04o\xf8qH\xb1\xb0m\x8et\xa3Jj\xaf')",-34.6101503,-58.3861353,"POINT (-58.3861353 -34.6101503)",0,0,1,7,49,0.235576923076923,2.29326923076923,305555086.008861,0.576519916142558,0.423480083857442,0,0,9,3,0,0,0,0,1,4,1.97411164602734,1,60,11,181,0,21,1,0,0,1914.78955720889,0,4,1,2,40,8,0,5,0,0,2,35,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798005888","7793147009175","7793147571283","7790040133693","7790290001193",194,50,197,4,0
"bytearray(b'\xe5\xe6\x97_g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6544872,-58.4107184,"POINT (-58.4107184 -34.6544872)",0,2,0,0,2451,0.0268817204301075,2.88172043010753,34048643.3254167,0.511194029850746,0.488805970149254,0,0,0,0,0,0,0,0,0,5,195.587088833563,0,32,4,90,1,21,0,0,0,1538.63606218592,0,2,4,0,9,1,0,0,0,1,0,8,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798005888","7792798003624","7795735000342","7792798001965","7792798009350",194,9,48,7,3
"bytearray(b'\xe5\xe6\xa3lg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5948928,-58.5029378,"POINT (-58.50293779999999 -34.5948928)",0,2,0,0,632,0,2.63066202090592,131659977.627855,0.525827814569536,0.474172185430464,0,0,1,0,0,0,0,0,0,3,8.14784327192042,0,38,3,51,1,9,0,0,0,1135.42889229184,0,2,11,1,13,2,0,1,0,0,1,12,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"7790206006106","7790407022011","7790040613607","77980229","77903792",55,48,5,54,194
"bytearray(b'\xe7\xd9\xa2\xaeR\x9c@\xd7\x8fNd\x9eP\x83\xf0\xa7')",-34.5964926,-58.5060539,"POINT (-58.5060539 -34.5964926)",0,3,0,0,629,0.00416666666666666,2.8625,115625609.022637,0.553129548762737,0.446870451237263,0,0,1,1,0,0,0,0,0,4,216.981314680861,1,33,1,48,1,19,0,0,1,729.377647843534,0,2,11,0,12,1,0,1,0,0,0,11,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798000418","7790250024002","0","0","0",194,82,0,0,0
"bytearray(b'\xe8*\x9f]\xb5\xb0O\x82\xb7q?\x8cK\x97\xa7\xb3')",-34.5824582,-58.4087458,"POINT (-58.4087458 -34.5824582)",0,2,0,2,1428,0.00669642857142857,1.84375,632140892.343123,0.567796610169492,0.432203389830508,0,0,0,1,0,0,0,0,0,0,119.70279889241,3,46,10,110,0,16,1,0,3,272.364556116397,0,3,14,1,24,3,0,7,0,3,1,14,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"77981325","0","0","0","0",4151,0,0,0,0
"bytearray(b'\xe8\x17k\xb3g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6029342,-58.3897091,"POINT (-58.3897091 -34.6029342)",0,1,0,6,250,0.0371621621621622,2.2972972972973,322715086.53796,0.552941176470588,0.447058823529412,0,0,23,3,0,0,0,0,0,7,0,9,113,3,190,0,19,1,0,0,2718.76959667071,0,3,1,2,44,8,0,7,0,1,2,36,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7792798001712","7792798010349","7792798009350","101310918427966","7792798003563",194,197,0,0,0
"bytearray(b'\xea;\xc9Ag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6181548,-58.5110849,"POINT (-58.51108490000001 -34.6181548)",0,0,0,0,432,0.0303030303030303,2.86580086580087,141895629.284197,0.528700906344411,0.471299093655589,0,0,0,0,0,1,0,0,0,5,25.4136719894637,1,29,2,60,0,2,0,0,1,995.469014846266,0,1,10,0,13,2,0,2,0,0,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7622300835620","7790040613706","77903792","77931528","7790040298705",55,385,48,194,197
"bytearray(b'\xea\\L\xe8g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6106493,-58.4172641,"POINT (-58.4172641 -34.6106493)",1,7,0,2,2473,0.00547445255474452,2.23540145985401,595178894.988742,0.537959183673469,0.462040816326531,0,0,2,3,0,0,0,0,0,5,7.81201345620254,6,72,12,139,0,9,1,0,0,1274.76887398263,0,4,5,3,39,10,1,7,0,1,2,31,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7793147571412","366277935829245","7792798002788","7793147001742","7793147571917",194,6,181,4,105
"bytearray(b'\xea\x90{\xb4g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6277889,-58.4099643,"POINT (-58.4099643 -34.62778890000001)",0,3,0,3,2140,0.0691056910569106,2.38211382113821,167921720.720805,0.52901023890785,0.47098976109215,0,0,0,0,0,0,0,0,0,5,41.4000225277159,2,43,4,99,0,5,1,0,0,1248.62205145796,0,3,3,0,23,1,0,1,0,2,0,20,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7793147118822","7790290001179","7798119220183","0","0",194,9,197,0,0
"bytearray(b'\xea\xda\xa8\x9eI2C\x0c\xb7\xa14\x0e\x8e\r\x0f\x9d')",-34.6101339,-58.488129,"POINT (-58.48812900000001 -34.6101339)",0,3,0,0,539,0.0182370820668693,2.41337386018237,294673972.008098,0.522670025188917,0.477329974811083,0,0,0,0,0,0,0,0,0,4,57.1948229941636,2,30,4,59,0,6,0,0,0,1887.10566689535,0,1,11,0,14,2,0,2,0,0,0,12,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798003761","0","0","0","0",194,0,0,0,0
