"id","lat","lon","geometry","estaciones_servicio_200mts","estaciones_servicio_1000mts","subtes_200mts","subtes_1000mts","id_rc","porc_nbi","hacinamiento","densidad_pob","porc_mujeres","porc_varones","uni_privada_200mts","uni_publica_200mts","uni_privada_1000mts","uni_publica_1000mts","estadios_200mts","estadios_1000mts","river_1500mts","boca_1500mts","clubes_200mts","clubes_1000mts","tienda_mas_cercana","escuelas_cercanas_200m","escuelas_cercanas_1000m","paradas_cercanas_200m","paradas_cercanas_1000m","everdes_cercanos_200m","everdes_cercanos_1000m","hay_bicicleteros_200m","hospitales_cercanos_200m","hospitales_cercanos_1000m","distancia_al_hospital_mas_cercano","parroquias_cercanas_200m","parroquias_cercanas_1000m","comuna","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado","producto_1","producto_2","producto_3","producto_4","producto_5","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5"
"bytearray(b'-\x07\xc3\xa0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6612403,-58.5114089,"POINT (-58.5114089 -34.6612403)",0,3,0,0,3460,0.138810198300283,2.81586402266289,100984074.011948,0.494969818913481,0.505030181086519,0,0,0,0,0,0,0,0,0,3,240.015538154475,2,13,1,45,0,9,1,0,0,1697.49502956484,0,2,9,0,9,1,0,0,0,1,0,8,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798001712","7792798005888","7790290001193","0","0",194,197,0,0,0
"bytearray(b'-\x895Rg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6244068,-58.4178986,"POINT (-58.4178986 -34.6244068)",0,2,0,2,2556,0.00709219858156028,2.45390070921986,271132104.595842,0.553468208092486,0.446531791907514,0,0,0,0,0,0,0,0,0,9,45.3810880355161,3,47,7,107,0,3,1,0,0,1297.75567273117,0,0,5,1,23,9,0,1,0,1,1,21,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798012923","7792798005888","7793147118822","366277935829245","0",194,0,0,0,0
"bytearray(b'-\x91<xg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5746414,-58.4472338,"POINT (-58.4472338 -34.5746414)",0,1,0,1,1158,0.0857142857142857,2.05357142857143,195166376.420249,0.55304347826087,0.44695652173913,0,0,1,1,0,0,0,0,1,1,18.3662117542037,7,49,2,75,0,9,0,0,0,2889.21918635914,0,4,13,0,26,9,0,2,0,1,0,23,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7622300864934","7792540260138","7793360005084","7794450090492","7795735000335",54,32,62,195,48
"bytearray(b'-\xd0\x8fag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6100759,-58.4559025,"POINT (-58.45590249999999 -34.6100759)",0,5,0,0,2814,0.0381471389645777,2.62125340599455,193338048.763682,0.556133056133056,0.443866943866944,0,0,1,0,0,0,0,0,0,1,238.953196696415,0,38,1,70,0,1,0,0,1,788.315339235927,0,1,6,0,18,1,0,1,0,2,0,15,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798779277","7792798001927","7792798001965","7795232000524","7792798002399",194,195,197,0,0
"bytearray(b'-\xe7S\xbfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.620644,-58.3958032,"POINT (-58.39580319999999 -34.62064399999999)",0,5,0,4,2099,0.0487804878048781,2.08536585365854,361673804.068607,0.508771929824561,0.491228070175439,0,0,1,1,0,0,0,0,0,1,57.0300039671956,7,74,3,143,0,14,0,0,1,340.253946573182,0,2,3,0,23,6,0,0,0,2,0,21,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7790290001193","7790895000218","7790895067617","7791843008294","0",5,197,195,0,0
"bytearray(b'-X\xffLg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6081634,-58.4377377,"POINT (-58.4377377 -34.6081634)",0,8,0,0,2865,0.115384615384615,2.62307692307692,30555720.4958073,0.526392961876833,0.473607038123167,0,0,3,1,0,0,0,0,0,2,55.4794894071422,0,46,6,106,1,23,0,1,3,112.79043552616,0,2,6,1,37,2,0,3,0,2,1,32,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7792798012947","7793147118884","7790950000160","7790975017518","7795232000524",194,197,195,0,0
"bytearray(b' \x1c5\xc3F\xbeI9\xb19Z\x08\xaf\x95`\x9b')",-34.6337618,-58.4970694,"POINT (-58.49706940000001 -34.63376179999999)",1,2,0,0,338,0.0618556701030928,2.86941580756014,105786258.675165,0.538922155688623,0.461077844311377,0,0,0,0,0,0,0,0,0,4,0.0676466170698404,0,24,0,67,1,17,0,0,0,1636.23581702562,0,3,10,0,14,2,0,1,0,0,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"17790000080217","17790000080224","7622210965035","17790957002508","77915481",3169,55,3187,48,1683
"bytearray(b' \xaa\xd5\x9bP\xf4I\xe4\x92\x12;\xfe\xaf2\xe7f')",-34.6119258,-58.4193416,"POINT (-58.4193416 -34.6119258)",0,5,0,2,2505,0.00475059382422802,2.21140142517815,433069202.401693,0.571428571428571,0.428571428571429,0,0,1,3,0,0,0,0,1,4,0,0,75,9,124,0,7,1,0,1,995.837193282015,0,4,5,4,37,11,1,6,1,1,2,30,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798119220015","7792798003563","7792798009572","77959140","77963246",9,194,385,195,0
"bytearray(b' \xef\x95\x1dg\xfc\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6405735,-58.5265411,"POINT (-58.5265411 -34.6405735)",0,3,0,0,3395,0.0901960784313726,2.65098039215686,100614699.783461,0.547337278106509,0.452662721893491,0,0,0,0,0,1,0,0,0,5,67.1635197863036,6,30,5,72,0,9,0,0,0,1683.39839490206,0,2,9,3,14,6,0,0,0,1,3,13,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895009846","0","0","0","0",4,0,0,0,0
"bytearray(b' qK\xa2\x19\xbdF\xe5\x89\x1d\xdc[S(iR')",-34.625245,-58.4188682,"POINT (-58.41886820000001 -34.625245)",0,2,0,2,2554,0.0576923076923077,2.19230769230769,233736694.290572,0.545112781954887,0.454887218045113,0,0,0,0,0,0,0,0,0,8,109.704855246047,4,46,8,108,0,3,1,0,0,1454.24121955406,0,1,5,1,23,6,0,2,0,1,1,20,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"7791579001132","7790290001179","7790975017518","0","0",67,197,195,0,0
"bytearray(b'!\xdc\x0c\x0e6RN|\x83R\xda|6\x9d8\xd2')",-34.6382056,-58.4686209,"POINT (-58.4686209 -34.6382056)",0,5,0,0,2953,0.0110294117647059,3.45220588235294,135833222.707834,0.528221512247071,0.471778487752929,0,0,1,0,0,0,0,0,0,3,287.659641136027,0,33,0,49,0,18,0,0,0,1788.66171390479,0,2,7,0,13,0,0,2,0,0,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001323","7792798011254","7792798992317","7622210812780","0",194,4,0,0,0
"bytearray(b'!4\x8e\xc3g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6032261,-58.4338843,"POINT (-58.4338843 -34.6032261)",0,4,0,2,2862,0.0179856115107914,3.43165467625899,201403402.862027,0.540880503144654,0.459119496855346,0,0,2,2,0,0,0,0,0,1,78.9225935523759,0,50,7,126,0,23,0,0,3,522.092823785242,0,1,6,2,36,10,0,2,0,3,2,31,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"7792798005888","7792798001712","7792798779277","7792798001927","7792798001965",194,197,195,9,6
"bytearray(b'!k\xf3\xd4f\xa3O\xa6\x9f\x07\x05\xc0M\xdc\xaf\x80')",-34.5792072,-58.4308795,"POINT (-58.4308795 -34.5792072)",0,4,0,2,1504,0.122448979591837,1.85714285714286,270509317.094511,0.553846153846154,0.446153846153846,0,0,1,1,0,0,0,0,1,2,140.030397249533,2,41,3,77,1,12,1,0,0,2682.84358338528,0,3,14,1,27,8,0,3,0,2,1,22,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7793147009175","7792798003747","7792798005888","7793147570231","7793147572044",194,0,0,0,0
"bytearray(b'""\x96\xfb\xdb\x91\xfeJ\x9f\x8d]\x1b\xa3K\xf1S\x03')",-34.60384,-58.417965,"POINT (-58.417965 -34.60384)",0,4,0,3,2666,0.00696864111498257,2.09407665505226,423179381.160431,0.575707154742097,0.424292845257904,0,0,4,3,0,0,0,0,0,5,0,0,64,7,125,0,5,1,0,0,1460.49311124153,0,4,5,4,39,11,1,7,0,2,3,30,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790895000782","7792798992317","7795735000328","7790580116163","7790580200107",194,55,5,48,9
"bytearray(b'""`\xf0\x1ag\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.636342,-58.4870399,"POINT (-58.48703990000001 -34.63634199999999)",1,3,0,0,374,0.056379821958457,2.31454005934718,136267532.073136,0.578205128205128,0.421794871794872,0,0,0,0,0,0,0,0,0,5,120.731170479004,3,39,15,89,1,24,0,0,0,2554.00947372618,0,2,10,0,19,8,0,1,0,0,0,18,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"7790380002734","7793147118884","77980212","7790250023524","7798119220015",194,55,5,4,9
"bytearray(b'""9\x9c\x10g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6189464,-58.4393027,"POINT (-58.4393027 -34.61894640000001)",0,2,0,2,2692,0.00659340659340659,2.1010989010989,528343495.320621,0.581589958158996,0.418410041841004,0,0,2,1,0,1,0,0,0,3,137.491904685137,3,49,3,116,0,6,1,0,0,1173.76392398444,0,3,6,1,30,6,0,8,0,1,1,21,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7790895000997","7792798005888","7793147118884","7793147571726","7792798003563",194,5,197,9,195
"bytearray(b'#\x90X\x1b\xc3lH\xba\xb7_\xc5)\xe5\xc8_8')",-34.5946308,-58.3888977,"POINT (-58.38889769999999 -34.5946308)",0,1,0,1,1921,0,2.46857142857143,130133453.578905,0.569444444444444,0.430555555555556,0,0,14,0,0,0,0,0,0,3,73.3857079133313,2,81,11,154,1,32,1,0,0,1857.79322784477,0,4,2,1,46,8,0,10,0,2,1,34,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Combo_ar_0008","Combo_ar_0007","Combo_ar_0009","Combo_ar_0017","0",703,194,195,0,0
"bytearray(b'#\xc9\x1e\xde\xc4\xc9@\x9f\xb5j\x8dQ\xc7Vv\xa3')",-34.6135307,-58.3964275,"POINT (-58.39642749999999 -34.6135307)",0,2,0,4,1996,0.0187265917602996,3.35580524344569,289590777.120645,0.541294642857143,0.458705357142857,0,0,7,2,0,0,0,0,0,2,61.0185618875402,8,83,7,162,0,2,0,0,0,1269.56047244006,1,3,3,1,28,7,0,2,0,2,1,24,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7793704000232","7798119220015","7790895001598","7792798003587","7792798004348",58,194,9,5,197
"bytearray(b'#\xdb\xc3Fg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6375095,-58.35777375,"POINT (-58.35777375 -34.6375095)",0,0,0,0,2315,0.258555133079848,2.44866920152091,96426644.7671732,0.513975155279503,0.486024844720497,0,0,0,0,0,1,0,1,0,2,225.057780991181,4,29,10,54,2,13,0,0,1,321.246584028546,0,1,4,2,7,1,0,0,0,0,2,7,0,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"7790380002734","7790380002666","7790380002857","7790380002659","7790380028017",55,57,48,53,190
"bytearray(b'#\xeb\xc0\tg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6347857,-58.4656259,"POINT (-58.4656259 -34.63478570000001)",0,4,0,2,3127,0.0240963855421687,1.99036144578313,243056165.669772,0.547215496368039,0.452784503631961,0,0,2,0,0,0,0,0,0,1,0,0,42,0,72,0,13,0,0,0,1499.51380244323,0,2,7,1,17,2,1,3,0,0,0,14,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798119220183","1007084702751","0","0","0",9,0,0,0,0
"bytearray(b'#_\\j\xeb\xd6D\x99\xbf}\xbeh\xdd\x92y\xfb')",-34.621683,-58.4348388,"POINT (-58.43483879999999 -34.621683)",1,3,0,3,2799,0.00526315789473684,2.16842105263158,349522476.076419,0.553398058252427,0.446601941747573,0,0,2,1,0,0,0,0,0,3,81.7078342612453,1,53,4,129,0,4,1,0,1,583.925876837875,0,2,6,3,34,2,1,9,0,0,2,25,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7798119220183","7792798010882","0","0","0",9,194,0,0,0
"bytearray(b'$#*\xbfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5404784,-58.4644116,"POINT (-58.464411600000005 -34.5404784)",0,2,0,0,938,0.00259067357512953,2.28497409326425,154334090.706347,0.512471655328798,0.487528344671202,0,0,0,0,0,2,0,0,1,9,21.5168568190595,2,16,2,33,0,4,0,0,0,3176.09651500161,0,1,13,1,13,2,0,1,0,0,1,12,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798005888","7798062547788","7792798001712","7792798011117","7792798011254",194,6,195,5,196
"bytearray(b'$#.\xaag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6029708,-58.4353805,"POINT (-58.43538050000001 -34.6029708)",0,3,0,2,1646,0.00680272108843537,2.03741496598639,542590508.926512,0.552587646076795,0.447412353923205,0,0,0,2,0,0,0,0,0,0,32.4606906353497,6,50,9,136,0,23,0,0,3,600.677417574851,0,1,15,0,36,16,0,2,0,3,0,31,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7622300864934","77916495","7792798012947","1091040596640400","366277935829245",194,3,48,54,5
"bytearray(b'$#.6g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5531408,-58.4926435,"POINT (-58.49264349999999 -34.55314079999999)",0,2,0,0,705,0.0133689839572192,2.77540106951872,117273166.859019,0.508670520231214,0.491329479768786,0,0,2,0,0,0,0,0,0,3,153.888664581799,1,18,5,69,0,51,0,0,0,2890.56219597938,0,2,12,0,9,2,0,2,0,1,0,6,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7792798779277","7790895000782","366277935829245","7793147009175",194,5,4,3,55
"bytearray(b'$#/\x10g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5556118,-58.4511137,"POINT (-58.4511137 -34.5556118)",0,1,0,0,948,0.0238095238095238,2.25396825396825,91991057.5316725,0.524647887323944,0.475352112676056,0,0,1,0,0,1,1,0,0,2,47.493355488341,1,37,1,65,0,7,0,0,0,1150.76342689288,0,3,13,1,18,9,0,5,0,1,1,12,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001965","7792798002528","7792798003563","7792798003761","7501064199847",194,5,195,4,60
"bytearray(b'$#/\xd4g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.564721,-58.45969,"POINT (-58.45968999999999 -34.564721)",0,4,0,2,1004,0.00783289817232375,2.09660574412533,630811212.304438,0.569115815691158,0.430884184308842,0,0,0,0,0,0,0,0,0,0,28.3080783928407,3,55,3,102,0,13,0,0,0,1268.51329150432,0,3,13,2,39,11,0,9,0,1,2,29,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001927","7792798005888","7792798001965","7791813050117","7793147009175",194,5,3,4,195
"bytearray(b'$#/ug\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5638603,-58.4756813,"POINT (-58.47568130000002 -34.5638603)",0,3,0,0,918,0.0521978021978022,2.39285714285714,160068290.678959,0.559127439724455,0.440872560275545,0,0,0,1,0,0,0,0,0,2,75.7953394938346,0,25,3,67,0,23,0,0,1,537.143416708962,0,2,12,0,15,3,0,2,0,0,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7501064199847","7792798001712","7793147000752","7790895000782","7792798003761",194,5,4,9,0
"bytearray(b'$#:\xa2g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6202961,-58.4099096,"POINT (-58.40990959999999 -34.6202961)",1,6,0,5,2125,0.128813559322034,2.40338983050847,184201554.166316,0.519040902679831,0.480959097320169,0,1,0,2,0,0,0,0,0,1,0.833777708182649,3,67,7,135,0,4,1,0,1,358.152509626263,1,3,3,1,27,6,0,0,0,2,1,25,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7790380002734","350691640707735","7792798001965","7795735000328","7792798002528",194,55,48,9,5
"bytearray(b'$#@\x1cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6173048,-58.4093294,"POINT (-58.4093294 -34.6173048)",0,9,0,2,2037,0.333333333333333,2.50308641975309,132812864.562663,0.516646115906289,0.483353884093711,0,0,0,3,0,0,0,0,0,3,60.4250782354173,3,75,5,150,0,6,1,1,1,57.3356504390217,0,3,3,2,34,1,0,2,0,2,2,30,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7793147118884","7790206006106","7790380002734","1779380028199","7792798012923",194,55,48,53,54
"bytearray(b'$#\x7f\x01g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6376068,-58.4591805,"POINT (-58.4591805 -34.6376068)",0,3,0,2,2942,0,2.96987951807229,147417099.83531,0.503042596348884,0.496957403651116,0,0,3,0,0,0,0,0,0,2,33.5072790058923,3,27,1,62,0,29,0,0,0,1020.50598343881,0,2,7,0,16,2,0,2,0,0,0,14,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798005888","7798119220015","7793147118884","7792798012947","7792798001293",194,9,5,82,4
"bytearray(b'$#\x7f\xcag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6252099,-58.4935581,"POINT (-58.49355809999997 -34.6252099)",0,2,0,0,318,0.0575221238938053,3.17699115044248,112705318.279436,0.536211699164345,0.463788300835655,0,0,0,0,0,0,0,0,0,4,134.994625111259,3,34,1,64,0,4,1,0,0,1367.38929024436,0,2,10,1,9,2,0,0,0,1,1,8,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"4005900007339","4005900515872","7790139000288","7790139000615","7790139003807",174,170,162,173,96
"bytearray(b'$#\x80 g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6430507,-58.4550356,"POINT (-58.45503559999997 -34.6430507)",0,1,0,2,2962,0.0171673819742489,3.02575107296137,107759524.804977,0.524822695035461,0.475177304964539,0,0,0,0,0,0,0,0,0,3,88.3059510374457,1,25,5,70,0,27,0,1,1,153.245301698561,1,1,7,1,11,3,0,1,0,0,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"40084107","7792798001927","7792798002528","4008400221021","7790272001036",55,194,71,197,0
"bytearray(b'$#\x80\xc9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.630153,-58.463627,"POINT (-58.46362699999997 -34.630153)",0,5,1,3,3131,0.0478589420654912,2.44836272040302,176202577.048881,0.546296296296296,0.453703703703704,0,0,4,0,0,0,0,0,1,1,0.00000000372529029,2,67,5,93,0,6,1,0,0,1040.54602196068,1,3,7,3,20,8,0,4,0,1,3,15,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798005888","7792798001965","7792798009350","7793147009199","7792798003761",194,195,0,0,0
"bytearray(b'$#\x81(g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.620051,-58.4886292,"POINT (-58.48862919999999 -34.62005099999999)",0,1,0,0,292,0.0223642172523962,2.84025559105431,77237528.5582541,0.536557930258718,0.463442069741282,0,0,0,0,0,0,0,0,1,4,294.480060206375,0,24,3,53,0,2,0,0,0,1530.37828817316,0,2,10,0,10,0,0,0,0,1,0,9,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"7792798005888","7798159947996","7790290001193","7790895000997","7790895067570",194,5,195,44,3
"bytearray(b'$#\x81\x85g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5664502,-58.4505231,"POINT (-58.4505231 -34.5664502)",1,4,1,3,1084,0.0119521912350598,2.34661354581673,120399803.698034,0.607809847198642,0.392190152801358,0,0,1,0,0,0,0,0,0,1,76.5411367064264,1,40,5,80,1,14,0,0,0,2001.5596676577,0,4,13,1,34,6,0,6,0,2,1,26,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7501064199847","7792798003624","7790577002165","7798159944308","7798159944650",194,195,61,0,0
"bytearray(b'$#\x82#g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.577176,-58.405697,"POINT (-58.40569700000003 -34.577176)",0,3,0,0,1458,0.003584229390681,2.2078853046595,366025815.647042,0.548701298701299,0.451298701298701,0,0,0,0,0,0,0,0,0,1,202.245466270167,2,27,3,56,0,21,1,0,1,552.488084710052,0,2,14,1,14,1,0,4,0,1,1,9,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"7793147009175","7792798001927","7793147118822","7793147118884","7798119220015",194,9,195,71,197
"bytearray(b'$#\x85\xdfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6034614,-58.3955302,"POINT (-58.3955302 -34.60346140000001)",0,1,0,7,2180,0.00784313725490196,2.04705882352941,280249630.663085,0.567049808429119,0.432950191570881,2,0,18,7,0,0,0,0,0,6,26.6908713586296,8,107,6,168,0,7,1,0,0,2227.43735145884,0,4,3,3,42,6,0,9,0,2,3,31,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"7501064199847","7798119220015","7798054220149","7792280000469","7793147118822",194,9,53,58,54
"bytearray(b'$#\x861g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.56395,-58.468883,"POINT (-58.468883000000005 -34.56395000000001)",0,4,0,0,1034,0.0201511335012594,2.36775818639798,179970415.880951,0.55,0.45,0,0,0,0,0,0,0,0,0,1,48.1354000029188,2,42,7,73,0,9,0,0,1,286.188307684485,1,1,13,1,23,5,1,3,0,1,0,19,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7795697104768","7792540260145","7792798005888","8000500025857","7790895000997",5,194,55,6,195
"bytearray(b'$#\x87wg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.608271,-58.394367,"POINT (-58.39436699999999 -34.608271)",0,0,0,7,1980,0.167721518987342,2.22784810126582,384572771.113659,0.552556818181818,0.447443181818182,0,1,18,2,0,0,0,0,0,3,54.4823622594374,2,103,6,165,0,6,0,0,0,1953.69897410373,0,3,3,2,37,4,1,3,0,3,1,31,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"17790380028205","1779380028199","7790206006106","7622300835446","7790206008306",55,5,48,194,4
"bytearray(b'$#\x8a1g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.556471,-58.459045,"POINT (-58.459045 -34.556471)",0,0,0,2,1220,0.0250569476082005,2.2619589977221,363915922.857394,0.568982880161128,0.431017119838872,0,0,1,0,0,0,0,0,0,0,11.3322151351583,2,44,0,87,0,5,0,0,0,1771.93534013961,0,2,13,1,38,14,0,7,0,2,1,29,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7792798001927","9002490100070","7793147009175","90415418","7622300864934",194,9,195,197,54
"bytearray(b'$#\x8bJg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6378413,-58.4523355,"POINT (-58.4523355 -34.6378413)",0,2,0,2,2934,0.027027027027027,2.71891891891892,91595803.6359666,0.562624254473161,0.437375745526839,0,0,0,0,0,0,0,0,0,3,8.66076021117353,1,32,9,74,1,16,0,0,1,842.632816121852,0,3,7,2,11,3,1,1,0,0,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7793147000769","7790950127690","7790895000997","7790895064333","7790895000256",194,5,197,4,0
"bytearray(b'$#\x8c\x8ag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6290624,-58.456743,"POINT (-58.456743 -34.6290624)",0,5,0,2,2913,0.00789473684210526,2.47105263157895,229913911.579742,0.552715654952077,0.447284345047923,0,0,3,0,0,0,0,0,0,1,108.575901748341,8,62,3,88,0,6,0,0,0,1566.93802225238,0,4,7,1,23,6,0,5,0,1,1,17,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7791843008294","7792798005888","101310918427966","93517770856944","7793147571412",194,195,1683,197,5
"bytearray(b'$#\x8f\x0cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5632216,-58.4417431,"POINT (-58.4417431 -34.5632216)",1,4,0,1,1330,0,1.99261992619926,376934159.038787,0.544444444444444,0.455555555555556,0,0,3,0,0,1,0,0,0,4,21.6798076897265,3,32,8,51,0,14,1,0,0,1263.30184180848,0,3,14,0,21,9,0,6,0,2,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"779254026013","7792798001927","7792798001965","7790290001193","7790577001663",32,194,195,197,0
"bytearray(b'$#\x8f\xa7g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5517083,-58.4524769,"POINT (-58.452476899999965 -34.5517083)",0,2,0,0,946,0.0117096018735363,2.2576112412178,213571289.797948,0.535269709543568,0.464730290456431,1,0,3,0,0,3,1,0,0,4,54.2444194909947,6,36,3,38,0,6,1,0,0,1312.66009697298,0,2,13,0,15,5,0,1,0,1,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"7793147571283","7622300864934","7790290001193","5553232225000","7790895009846",194,5,4,197,54
