"id","geometry","longitude","latitude","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado"
"bytearray(b'-!V\xaag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4569851 -34.5679824)",-58.4569851,-34.5679824,2,31,13,0,6,0,2,2,23,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-:\xa4\xe0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.44923349999999 -34.6049849)",-58.4492335,-34.6049849,0,22,3,0,2,0,1,0,19,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-:\xa6\xd0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.3768091 -34.5978846)",-58.3768091,-34.5978846,3,36,8,0,4,0,0,3,32,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-[\x13""g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.3932762 -34.6127777)",-58.3932762,-34.6127777,3,34,14,0,4,0,2,3,28,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-[\x16kg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.3726532 -34.60583279999999)",-58.3726532,-34.6058328,0,32,5,0,3,0,0,0,29,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-[\x17mg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.44797999999997 -34.61788689999999)",-58.44798,-34.6178869,0,20,4,0,4,0,1,0,15,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x07\xc3\xa0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.5114089 -34.6612403)",-58.5114089,-34.6612403,0,9,1,0,0,0,1,0,8,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b'-\x07\xc6Gg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.48420599999997 -34.6466935)",-58.484206,-34.6466935,1,10,1,0,0,0,0,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x07\xc7\x91g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4276418 -34.6234709)",-58.4276418,-34.6234709,1,30,2,0,6,0,0,1,24,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\x07\xc8\xe0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.406837800000005 -34.58940039999999)",-58.4068378,-34.5894004,1,35,3,0,6,1,3,0,26,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x895Rg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4178986 -34.6244068)",-58.4178986,-34.6244068,1,23,9,0,1,0,1,1,21,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x91<xg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4472338 -34.5746414)",-58.4472338,-34.5746414,0,26,9,0,2,0,1,0,23,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'-\xc49\xd9(\x0b@\x98\x94\x1cR\xbc\x02K\xd4\xff')","POINT (-58.4576499 -34.62554910000001)",-58.4576499,-34.6255491,1,19,10,0,3,0,1,1,15,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xc8\x84\x84g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4361528 -34.5991083)",-58.4361528,-34.5991083,1,34,9,0,2,0,1,1,31,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xc8\x88\xd8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.43113 -34.5987992)",-58.43113,-34.5987992,1,32,5,0,1,1,1,0,30,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xd0\x8fag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.45590249999999 -34.6100759)",-58.4559025,-34.6100759,0,18,1,0,1,0,2,0,15,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b'-\xd0\x90\x91g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.460400100000015 -34.5600226)",-58.4604001,-34.5600226,3,43,18,1,8,0,2,2,33,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xdbB\xf3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.39412759999999 -34.5997726)",-58.3941276,-34.5997726,2,51,11,0,10,0,2,2,39,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7N\xf3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.3853909 -34.6005803)",-58.3853909,-34.6005803,0,49,8,0,7,0,1,0,41,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7R$g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.37167149999999 -34.6171948)",-58.3716715,-34.6171948,3,25,5,1,2,0,1,2,22,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7S\xbfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.39580319999999 -34.62064399999999)",-58.3958032,-34.620644,0,23,6,0,0,0,2,0,21,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7V@g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.381648600000005 -34.6525329)",-58.3816486,-34.6525329,0,4,0,0,0,0,0,0,4,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xef[\xd3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.42498219999999 -34.58803210000001)",-58.4249822,-34.5880321,2,29,6,0,3,0,2,2,24,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xef\\\xb1g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.46709199999998 -34.5380407)",-58.467092,-34.5380407,0,11,5,0,1,0,0,0,10,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xefnig\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.52033590000002 -34.5974478)",-58.5203359,-34.5974478,0,5,2,0,0,0,0,0,5,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-9\x84R\xf3\xdcM\x19\x92/\xe5\xfa\xf3\x86\xcb\xff')","POINT (-58.4341697 -34.6021768)",-58.4341697,-34.6021768,3,35,14,0,2,0,2,3,31,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-B\xb3fg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4860448 -34.6274495)",-58.4860448,-34.6274495,0,13,3,0,1,0,0,0,12,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-J\xc7\xbdg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.41180539999999 -34.5959791)",-58.4118054,-34.5959791,2,39,10,0,7,0,4,2,28,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-R\xbe\xa9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.52832939999996 -34.6102916)",-58.5283294,-34.6102916,1,9,2,0,2,0,0,1,7,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-R\xca\x0eg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.42169749999999 -34.6081293)",-58.4216975,-34.6081293,1,38,9,1,7,0,2,0,29,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcb\x1fg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.38722000000001 -34.6211229)",-58.38722,-34.6211229,1,30,8,0,2,0,1,1,27,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcc\x07g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.465172 -34.6280609)",-58.465172,-34.6280609,2,18,5,0,4,0,0,2,14,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcdHg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.37304519999998 -34.6313367)",-58.3730452,-34.6313367,0,18,4,0,4,0,1,0,13,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-R\xce\tg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.46399580000002 -34.55839479999999)",-58.4639958,-34.5583948,1,38,5,0,5,0,1,1,32,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xce\xbag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.3819575 -34.62340289999999)",-58.3819575,-34.6234029,0,27,3,0,2,0,0,0,25,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcffg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.480752 -34.5769699)",-58.480752,-34.5769699,1,25,5,0,4,0,0,1,21,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-X\xffLg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4377377 -34.6081634)",-58.4377377,-34.6081634,1,37,2,0,3,0,2,1,32,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b' \x1c5\xc3F\xbeI9\xb19Z\x08\xaf\x95`\x9b')","POINT (-58.49706940000001 -34.63376179999999)",-58.4970694,-34.6337618,0,14,2,0,1,0,0,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b' \xaa\xd5\x9bP\xf4I\xe4\x92\x12;\xfe\xaf2\xe7f')","POINT (-58.4193416 -34.6119258)",-58.4193416,-34.6119258,4,37,11,1,6,1,1,2,30,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b' \xda\x03Hg\xfc\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.498285 -34.6157408)",-58.498285,-34.6157408,1,12,2,0,0,0,1,1,11,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b' \xef\x95\x1dg\xfc\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.5265411 -34.6405735)",-58.5265411,-34.6405735,3,14,6,0,0,0,1,3,13,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b' qK\xa2\x19\xbdF\xe5\x89\x1d\xdc[S(iR')","POINT (-58.41886820000001 -34.625245)",-58.4188682,-34.625245,1,23,6,0,2,0,1,1,20,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"bytearray(b'!\xb5\x1e\x0f\x98\xe8I,\x8c5\xe7AC\xbc\xca\xba')","POINT (-58.5130552 -34.6068281)",-58.5130552,-34.6068281,0,9,3,0,2,0,1,0,6,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b'!\xc6\x8a\xc7g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.3774789 -34.5977109)",-58.3774789,-34.5977109,3,38,9,0,5,0,0,3,33,1,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'!\xdc\x0c\x0e6RN|\x83R\xda|6\x9d8\xd2')","POINT (-58.4686209 -34.6382056)",-58.4686209,-34.6382056,0,13,0,0,2,0,0,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'!4\x8e\xc3g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4338843 -34.6032261)",-58.4338843,-34.6032261,2,36,10,0,2,0,3,2,31,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b'!4\xa5\xd0g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4574696 -34.5628978)",-58.4574696,-34.5628978,2,39,14,0,6,1,1,1,32,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'!k\xf3\xd4f\xa3O\xa6\x9f\x07\x05\xc0M\xdc\xaf\x80')","POINT (-58.4308795 -34.5792072)",-58.4308795,-34.5792072,1,27,8,0,3,0,2,1,22,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'""\x96\xfb\xdb\x91\xfeJ\x9f\x8d]\x1b\xa3K\xf1S\x03')","POINT (-58.417965 -34.60384)",-58.417965,-34.60384,4,39,11,1,7,0,2,3,30,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'""\xb4{\x17K#H\x9a\xb6s%+\x19\x93~c')","POINT (-58.393557 -34.611712)",-58.393557,-34.611712,2,34,13,0,3,0,2,2,29,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'""`\xf0\x1ag\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.48703990000001 -34.63634199999999)",-58.4870399,-34.636342,0,19,8,0,1,0,0,0,18,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'""9\x9c\x10g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4393027 -34.61894640000001)",-58.4393027,-34.6189464,1,30,6,0,8,0,1,1,21,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'""n\xb3\x97,\xb4F\xc4\xbb2>\xff\xc4F\xd0g')","POINT (-58.4362109 -34.60232079999999)",-58.4362109,-34.6023208,2,35,14,0,2,0,3,2,30,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'#\x06x\x91\xfc\x03M\x81\x9c\x11\xcf\xb2a@\x100')","POINT (-58.3980322 -34.61212389999999)",-58.3980322,-34.6121239,1,29,3,0,3,1,2,0,24,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'#\x90X\x1b\xc3lH\xba\xb7_\xc5)\xe5\xc8_8')","POINT (-58.38889769999999 -34.5946308)",-58.3888977,-34.5946308,1,46,8,0,10,0,2,1,34,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'#\xbay\xa2\xbai@q\x8d\x0c\xed8g\xa5\xae\xd4')","POINT (-58.3924412 -34.6359752)",-58.3924412,-34.6359752,1,13,0,0,0,0,0,1,13,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'#\xc2\xe6^1\xe6NU\xbe\xf7\xb3_\xfb\x08r,')","POINT (-58.3916526 -34.5886733)",-58.3916526,-34.5886733,1,35,4,0,7,0,2,1,26,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'#\xc9\x1e\xde\xc4\xc9@\x9f\xb5j\x8dQ\xc7Vv\xa3')","POINT (-58.39642749999999 -34.6135307)",-58.3964275,-34.6135307,1,28,7,0,2,0,2,1,24,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'#\xcaA\x16{\x89Fl\xa1\x8bf\xe2,`E\x04')","POINT (-58.4904966 -34.55635159999999)",-58.4904966,-34.5563516,1,11,3,0,1,0,1,1,9,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'#\xdb\xc3Fg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.35777375 -34.6375095)",-58.35777375,-34.6375095,2,7,1,0,0,0,0,2,7,0,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'#\xeb\xc0\tg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4656259 -34.63478570000001)",-58.4656259,-34.6347857,1,17,2,1,3,0,0,0,14,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'#_\\j\xeb\xd6D\x99\xbf}\xbeh\xdd\x92y\xfb')","POINT (-58.43483879999999 -34.621683)",-58.4348388,-34.621683,3,34,2,1,9,0,0,2,25,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#-\xc8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.44401500000004 -34.594285)",-58.444015,-34.594285,4,24,7,1,2,0,0,3,22,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#(\x0bg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.46367029999999 -34.5675989)",-58.4636703,-34.5675989,0,29,11,0,5,0,2,0,22,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#(xg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.43878310000002 -34.5958003)",-58.4387831,-34.5958003,0,33,9,0,2,0,1,0,30,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#)zg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.46514379999997 -34.5670466)",-58.4651438,-34.5670466,0,26,20,0,5,0,1,0,20,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#*\xbfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.464411600000005 -34.5404784)",-58.4644116,-34.5404784,1,13,2,0,1,0,0,1,12,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#*Cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.46514379999997 -34.5670466)",-58.4651438,-34.5670466,0,26,20,0,5,0,1,0,20,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#.\xaag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.43538050000001 -34.6029708)",-58.4353805,-34.6029708,0,36,16,0,2,0,3,0,31,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#.6g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.49264349999999 -34.55314079999999)",-58.4926435,-34.5531408,0,9,2,0,2,0,1,0,6,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#/\x10g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4511137 -34.5556118)",-58.4511137,-34.5556118,1,18,9,0,5,0,1,1,12,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#/\xd4g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.45968999999999 -34.564721)",-58.45969,-34.564721,2,39,11,0,9,0,1,2,29,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#/ug\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.47568130000002 -34.5638603)",-58.4756813,-34.5638603,0,15,3,0,2,0,0,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#:\xa2g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.40990959999999 -34.6202961)",-58.4099096,-34.6202961,1,27,6,0,0,0,2,1,25,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#:Dg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.43168780000002 -34.5955112)",-58.4316878,-34.5955112,1,32,2,0,2,0,1,1,29,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#@\x1cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4093294 -34.6173048)",-58.4093294,-34.6173048,2,34,1,0,2,0,2,2,30,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'$#@\x82g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.52581900000001 -34.64979899999999)",-58.525819,-34.649799,1,12,2,0,1,0,0,1,11,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#@\xddg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.45182699999998 -34.553661)",-58.451827,-34.553661,1,22,6,0,5,1,1,0,16,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\'\x08g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.382391900000016 -34.60151030000001)",-58.3823919,-34.6015103,0,49,1,0,8,0,1,0,40,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\'\x99g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4052666 -34.5834293)",-58.4052666,-34.5834293,1,26,6,0,7,0,3,1,16,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#\x7f\x01g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4591805 -34.6376068)",-58.4591805,-34.6376068,0,16,2,0,2,0,0,0,14,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#\x7f\xcag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.49355809999997 -34.6252099)",-58.4935581,-34.6252099,1,9,2,0,0,0,1,1,8,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#\x80 g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.45503559999997 -34.6430507)",-58.4550356,-34.6430507,1,11,3,0,1,0,0,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#\x80\xc9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.46362699999997 -34.630153)",-58.463627,-34.630153,3,20,8,0,4,0,1,3,15,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\x80xg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.45366709999996 -34.643867)",-58.4536671,-34.643867,0,8,2,0,1,0,0,0,7,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\x81(g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.48862919999999 -34.62005099999999)",-58.4886292,-34.620051,0,10,0,0,0,0,1,0,9,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$#\x81\x85g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.4505231 -34.5664502)",-58.4505231,-34.5664502,1,34,6,0,6,0,2,1,26,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\x81\xd3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.42487599999998 -34.6101759)",-58.424876,-34.6101759,1,34,4,0,4,0,2,1,28,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\x82#g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.40569700000003 -34.577176)",-58.405697,-34.577176,1,14,1,0,4,0,1,1,9,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'$#\x82xg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.42205530000001 -34.5815468)",-58.4220553,-34.5815468,3,28,11,1,4,0,3,2,21,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$#\x83\xd6g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')","POINT (-58.42398050000003 -34.5755658)",-58.4239805,-34.5755658,2,22,2,0,3,1,2,1,17,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
