id,lat,lon,geometry,estaciones_servicio_200mts,estaciones_servicio_1000mts,subtes_200mts,subtes_1000mts,id_rc,porc_nbi,hacinamiento,densidad_pob,porc_mujeres,porc_varones,uni_privada_200mts,uni_publica_200mts,uni_privada_1000mts,uni_publica_1000mts,estadios_200mts,estadios_1000mts,river_1500mts,boca_1500mts,clubes_200mts,clubes_1000mts
bytearray(b'\x00\x1d\xdd\x81KQK\x90\xacS\x95\x92\x7f\xca\xa2B'),-34.572622,-58.48588969999999,POINT (-58.48588969999999 -34.572622),0.0,2.0,0.0,2.0,785,0.003787878787878788,2.0132575757575757,376681056.5118689,0.5409219190968956,0.4590780809031044,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b""\x00@\'\xb8\xcd\xa8Jl\x94`\x99\xc7$\x8fy\xca"")",-34.6337084,-58.4194457,POINT (-58.4194457 -34.6337084),0.0,4.0,0.0,0.0,2606,0.11191335740072202,2.891696750902527,157591841.49873534,0.5280898876404494,0.47191011235955055,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7.0
bytearray(b'\x00\x82~\xaf\x1f\nB\x15\xbb\xca\xef\xf0\x90\x15\xb6\xac'),-34.63999039999999,-58.51785169999999,POINT (-58.51785169999999 -34.63999039999999),2.0,3.0,0.0,0.0,3382,0.016611295681063124,2.548172757475083,117849178.87495948,0.5397653194263363,0.4602346805736636,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,8.0
"bytearray(b'\x00\x9e9\x05g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6089076,-58.44009229999999,POINT (-58.44009229999999 -34.6089076),1.0,7.0,0.0,0.0,2837,0.007211538461538462,2.25,272528664.21375775,0.5651709401709402,0.43482905982905984,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\x00\xe2\xa9\x11\xd3\xf3H}\x8a8~*!\xdf\x01\x8c'),-34.6034598,-58.42735009999999,POINT (-58.42735009999999 -34.6034598),0.0,5.0,0.0,2.0,2643,0.012544802867383513,2.032258064516129,453148356.94647413,0.564373897707231,0.43562610229276894,0.0,0.0,2.0,3.0,0.0,0.0,0,0,0.0,4.0
"bytearray(b'\x01\x0b\xf8Ng\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6139034,-58.4012418,POINT (-58.4012418 -34.6139034),0.0,4.0,0.0,5.0,1994,0.22295081967213115,2.439344262295082,520924170.2641946,0.5268817204301075,0.4731182795698925,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1.0,1.0
"bytearray(b'\x01\x1c\x08\xd4g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5878726,-58.44001350000001,POINT (-58.44001350000001 -34.5878726),1.0,4.0,0.0,1.0,1557,0.08270676691729323,3.0,108118117.75609806,0.518796992481203,0.48120300751879697,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6.0
bytearray(b'\x01k\xecdC4Mx\x86\xbdQ\xe5d\x84\xb9N'),-34.6202058,-58.41377819999999,POINT (-58.41377819999999 -34.6202058),0.0,4.0,0.0,2.0,2521,0.1134020618556701,2.3788659793814433,178930421.61990044,0.5341278439869989,0.4658721560130011,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,5.0
bytearray(b'\x01|R\xeb\x12\x0fM\t\x9c\xefk\xea6f\x80\xe3'),-34.6148082,-58.39127269999999,POINT (-58.39127269999999 -34.6148082),0.0,2.0,0.0,2.0,69,0.09854014598540146,2.5474452554744524,282958927.57680106,0.5759312320916905,0.42406876790830944,2.0,0.0,2.0,3.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\x01\x95.\x0e4zD\x93\x8d\xf1\xab\xa8{\x86b\xdb'),-34.6874246,-58.4723307,POINT (-58.4723307 -34.6874246),0.0,1.0,0.0,0.0,3287,0.044444444444444446,2.926984126984127,102092479.23198567,0.5466377440347071,0.45336225596529284,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\x01\xb3 \x15Z\xceJ\xf8\x8c\x96G\xa0\xa2\xd9\xc7\x05'),-34.59175440000001,-58.4409012,POINT (-58.4409012 -34.59175440000001),0.0,2.0,0.0,2.0,1561,0.2815884476534296,2.8194945848375452,91727836.92438744,0.5019206145966709,0.4980793854033291,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0
"bytearray(b'\x01\xc3\x04*g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.65716190000001,-58.479254,POINT (-58.479254 -34.65716190000001),1.0,3.0,0.0,0.0,3346,0.016286644951140065,2.986970684039088,118499024.82480556,0.5070883315158125,0.49291166848418755,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0
bytearray(b'\x01\xc7\x0e]\n\x90B1\x83\xa5\x0eE\xb5y\x06A'),-34.6275882,-58.4543211,POINT (-58.4543211 -34.6275882),0.0,6.0,0.0,2.0,2914,0.03056768558951965,2.393013100436681,236755477.23970607,0.5364963503649635,0.4635036496350365,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0
bytearray(b'\x01\xd1m\x0b\x9e\x10Bg\xb7mq\x0bm\xffx\x9f'),-34.63874970000001,-58.3651806,POINT (-58.3651806 -34.63874970000001),0.0,0.0,0.0,0.0,2349,0.19806763285024154,2.710144927536232,138673189.62074417,0.5525846702317291,0.4474153297682709,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,1.0
bytearray(b'\x01\xe9\xc6\xaa\x7f\xf5L\x8e\xb2T1\x13;\x14\x845'),-34.617216,-58.5248017,POINT (-58.5248017 -34.617216),0.0,2.0,0.0,0.0,279,0.005865102639296188,2.718475073313783,95237684.97207008,0.5102481121898598,0.48975188781014023,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0
bytearray(b'\x01\xea\xe93^\xb0C\xe5\xacR:\xf3\xff\xc9\xb8\xb0'),-34.6602169,-58.48541229999999,POINT (-58.48541229999999 -34.6602169),0.0,2.0,0.0,0.0,3362,0.02586206896551724,3.043103448275862,80377233.15344028,0.5089707271010387,0.4910292728989613,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0
bytearray(b'\x020\x1dQ\x82/H\x13\xba1s\xa0\xac\xd1\xbf\xf4'),-34.6143,-58.3842946,POINT (-58.3842946 -34.6143),0.0,4.0,0.0,8.0,60,0.12890625,2.25390625,176570210.19666556,0.5476603119584056,0.45233968804159447,0.0,0.0,6.0,1.0,0.0,0.0,0,0,0.0,6.0
"bytearray(b'\x02p\n\xa1g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5739544,-58.44433549999999,POINT (-58.44433549999999 -34.5739544),0.0,1.0,0.0,1.0,1147,0.03686635944700461,2.525345622119816,123378305.09028275,0.5875912408759124,0.4124087591240876,0.0,0.0,1.0,2.0,0.0,0.0,0,0,0.0,1.0
"bytearray(b'\x02x\xebKg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6443786,-58.43195360000001,POINT (-58.43195360000001 -34.6443786),0.0,3.0,0.0,0.0,2385,0.05723905723905724,2.8585858585858586,112836244.24354304,0.5100117785630153,0.48998822143698467,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6.0
"bytearray(b'\x02\x9a\xde[g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6156535,-58.5227795,POINT (-58.5227795 -34.6156535),0.0,3.0,0.0,0.0,666,0.0032679738562091504,2.7941176470588234,125850633.2381567,0.5578947368421052,0.4421052631578947,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,6.0
"bytearray(b""\x03\x13\xab\xee\x14BJ\xdc\x84\x926\'\xca\x98\xcd\x1a"")",-34.5870007,-58.5120555,POINT (-58.5120555 -34.5870007),0.0,1.0,0.0,0.0,481,0.03619909502262444,2.6561085972850678,118925774.75942653,0.5366269165247018,0.46337308347529815,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x032\xf6""S\xa0F\xe6\xa4\xb2\r\x8e\x93W\xef:')",-34.5807739,-58.44221469999999,POINT (-58.44221469999999 -34.5807739),0.0,2.0,0.0,0.0,1495,0.007462686567164179,2.5398009950248754,267661204.5583043,0.5230166503428012,0.47698334965719885,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0
"bytearray(b'\x03;{\x1cg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5579387,-58.4472179,POINT (-58.4472179 -34.5579387),0.0,2.0,0.0,0.0,978,0.01015228426395939,2.1370558375634516,339720107.8469113,0.5605700712589073,0.43942992874109266,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0
"bytearray(b'\x03;{\xc8g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5576826,-58.44735069999999,POINT (-58.44735069999999 -34.5576826),0.0,2.0,0.0,0.0,977,0.009316770186335404,2.2888198757763973,226755894.84754252,0.5522388059701493,0.44776119402985076,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0
"bytearray(b'\x03R6\x82g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.605726,-58.459896000000015,POINT (-58.459896000000015 -34.605726),0.0,5.0,0.0,0.0,2678,0.005797101449275362,2.3884057971014494,229892955.63347554,0.5339805825242718,0.46601941747572817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x04\n\x99^g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5993844,-58.3970515,POINT (-58.3970515 -34.5993844),0.0,2.0,1.0,7.0,1822,0.12065439672801637,1.8670756646216768,607156842.9828743,0.583789704271632,0.41621029572836804,0.0,1.0,17.0,7.0,0.0,0.0,0,0,1.0,4.0
"bytearray(b'\x04,\xbc\xf5\x14NA\xaf\xab\x1aa\xb1s\xf8V\xc5')",-34.5751519,-58.50007199999999,POINT (-58.50007199999999 -34.5751519),0.0,1.0,0.0,0.0,796,0.01056338028169014,2.630281690140845,90363223.20612577,0.5167336010709505,0.48326639892904955,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x045\xc7;g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5902243,-58.44893380000001,POINT (-58.44893380000001 -34.5902243),0.0,5.0,0.0,2.0,1550,0.04331450094161959,2.1920903954802258,232318059.2904494,0.5360824742268041,0.4639175257731959,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0
"bytearray(b'\x04E\xd4^g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6065259,-58.4307638,POINT (-58.4307638 -34.6065259),0.0,4.0,0.0,1.0,2863,0.026881720430107527,2.336021505376344,299650582.8576685,0.5512082853855006,0.4487917146144994,0.0,1.0,2.0,2.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x04f\x1b\x88g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5642239,-58.457757,POINT (-58.457757 -34.5642239),0.0,4.0,0.0,2.0,997,0.051490514905149054,1.991869918699187,580025690.0398749,0.5850340136054422,0.41496598639455784,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
bytearray(b'\x04\x97\x8c+\xe7\x7f@\xa3\x8d\xd1\x10\xd3W90Z'),-34.5870456,-58.44148180000001,POINT (-58.44148180000001 -34.5870456),1.0,4.0,0.0,1.0,1557,0.08270676691729323,3.0,108118117.75609806,0.518796992481203,0.48120300751879697,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0
bytearray(b'\x04\xbd\xcb=joG\xc7\x80\n\xb6M\xfa\x9f\xe4\x93'),-34.6021441,-58.46840379999999,POINT (-58.46840379999999 -34.6021441),0.0,7.0,0.0,0.0,602,0.06191950464396285,2.458204334365325,171053481.2257023,0.5692695214105793,0.43073047858942065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,4.0
"bytearray(b'\x04\xf1\xf8e{\x96F,\x8c\xe2\x86=\x9c/\x85\xdd')",-34.6399298,-58.52491509999999,POINT (-58.52491509999999 -34.6399298),0.0,4.0,0.0,0.0,3397,0.028925619834710745,2.6487603305785123,119398532.14913405,0.5226209048361935,0.47737909516380655,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,6.0
bytearray(b'\x04\xf9\x1e\xff.\x0cC\xd8\x8a\xd5\t\xd3N\r\xb6D'),-34.59477040000001,-58.41069659999999,POINT (-58.41069659999999 -34.59477040000001),0.0,2.0,0.0,5.0,1848,0.002188183807439825,2.098468271334792,512420986.486284,0.5599582898852972,0.44004171011470283,0.0,0.0,4.0,2.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\x05\xb5\x95w\xcd\xa8C7\x84\x9b\x9f\x13\x18\x06{%'),-34.60636230000001,-58.40973619999999,POINT (-58.40973619999999 -34.60636230000001),0.0,8.0,0.0,6.0,2204,0.008771929824561403,2.2280701754385963,451614355.62915623,0.55249343832021,0.44750656167979,0.0,0.0,1.0,3.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\x05\xd8\xc8\x1c\xa8\xffE\xc7\x91\xf6\x7f\xf1mA\xee\xac'),-34.6014362,-58.4080356,POINT (-58.4080356 -34.6014362),0.0,4.0,0.0,4.0,1963,0.08823529411764706,2.43048128342246,335585576.667831,0.5566556655665567,0.44334433443344334,0.0,0.0,2.0,3.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\x05\xe01\xd9\r\xd7K\x88\x92\xae\x9b\x0b`\xff\x14F'),-34.6253688,-58.43467009999999,POINT (-58.43467009999999 -34.6253688),0.0,5.0,0.0,4.0,2803,0.06484641638225255,2.1160409556313993,239700108.4672127,0.5709677419354838,0.4290322580645161,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,3.0
bytearray(b'\x05\xe6\xd2\x1a1^J]\x87\xe0\xb12e-\x83\x1b'),-34.6294777,-58.5170484,POINT (-58.5170484 -34.6294777),1.0,3.0,0.0,0.0,413,0.0034965034965034965,2.7587412587412588,114844943.64020394,0.5095057034220533,0.49049429657794674,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,5.0
"bytearray(b'\x05\xee\x9ePg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.641912,-58.4312413,POINT (-58.4312413 -34.641912),0.0,4.0,0.0,0.0,2380,0.05847953216374269,2.847953216374269,146564659.68439397,0.5564681724845996,0.44353182751540043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0
bytearray(b'\x06\x11\xca\xcaxc@Y\xab\xf1=\xa6u\x02\xd1\xc3'),-34.61401,-58.4441612,POINT (-58.4441612 -34.61401),0.0,6.0,0.0,1.0,2833,0.02702702702702703,2.3864864864864863,134720209.4186168,0.5571913929784824,0.44280860702151753,0.0,0.0,2.0,0.0,0.0,2.0,0,0,0.0,2.0
"bytearray(b'\x06\x13\x07Rg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6280921,-58.40286889999999,POINT (-58.40286889999999 -34.6280921),1.0,4.0,0.0,5.0,2148,0.0681198910081744,2.5395095367847413,149415995.2720772,0.5429184549356223,0.4570815450643777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0
"bytearray(b'\x06\x13\x13]g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.59494179999999,-58.4346261,POINT (-58.4346261 -34.59494179999999),0.0,2.0,0.0,1.0,1669,0.035555555555555556,2.1822222222222223,307508834.96749365,0.5254582484725051,0.4745417515274949,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0
"bytearray(b'\x06)o\xe3g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6150658,-58.43931220000002,POINT (-58.43931220000002 -34.6150658),0.0,4.0,0.0,2.0,2854,0.022058823529411766,2.4730392156862746,384380358.375265,0.554013875123885,0.44598612487611494,0.0,0.0,3.0,1.0,0.0,0.0,0,0,0.0,3.0
"bytearray(b'\x062\xca\xd9g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.59113019999999,-58.3901998,POINT (-58.3901998 -34.59113019999999),0.0,0.0,0.0,1.0,1918,0.05167173252279635,2.5167173252279635,490086660.305571,0.5676328502415459,0.4323671497584541,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0.0,0.0
bytearray(b'\x06F\x826t1O\x8d\x97\x9dd\xeez\xf5i\x88'),-34.6238868,-58.5214663,POINT (-58.5214663 -34.6238868),0.0,1.0,0.0,0.0,400,0.0,2.7468354430379747,127824738.91040891,0.5264976958525346,0.4735023041474654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0
"bytearray(b'\x06PO\x8fg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.56206049999999,-58.4570164,POINT (-58.4570164 -34.56206049999999),0.0,2.0,1.0,2.0,999,0.0,1.9777777777777779,256650194.5340207,0.5870786516853933,0.41292134831460675,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
bytearray(b'\x06Q@H\xdb#H\xbf\x92\xb4G\xc36\xde\xf6\xce'),-34.6125503,-58.46654539999999,POINT (-58.46654539999999 -34.6125503),0.0,6.0,0.0,0.0,622,0.026022304832713755,3.2156133828996283,129317129.42461829,0.5213872832369942,0.47861271676300576,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x06u\x04\x1ag\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5859559,-58.44420599999999,POINT (-58.44420599999999 -34.5859559),1.0,3.0,0.0,1.0,1556,0.06938775510204082,2.8612244897959185,168324221.441155,0.543509272467903,0.456490727532097,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x06\xa5\x0e\xc6g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6458241,-58.52734809999999,POINT (-58.52734809999999 -34.6458241),1.0,2.0,0.0,0.0,3394,0.05750798722044728,3.022364217252396,80806185.99493267,0.540169133192389,0.459830866807611,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x07kq\x9cg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6355464,-58.4881712,POINT (-58.4881712 -34.6355464),1.0,2.0,0.0,0.0,332,0.2546816479400749,2.655430711610487,278814630.04373187,0.5218617771509168,0.4781382228490832,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6.0
bytearray(b'\x07o\x03)\xa7;O\xe7\x91:\xd15\xea\x1eU\x13'),-34.6379552,-58.41225559999999,POINT (-58.41225559999999 -34.6379552),0.0,4.0,0.0,2.0,2578,0.18181818181818182,3.047138047138047,103619142.09561284,0.4972375690607735,0.5027624309392266,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\x07\xb3\xe0\xaag\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6211808,-58.5074797,POINT (-58.5074797 -34.6211808),0.0,1.0,0.0,0.0,428,0.0058997050147492625,2.5162241887905603,207759188.94119805,0.5568581477139508,0.44314185228604924,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0
bytearray(b'\x08\x05\xd2\x82+\xabL%\xa7\xa6\xce\x11q\xe8\xabz'),-34.6405146,-58.493681,POINT (-58.493681 -34.6405146),0.0,3.0,0.0,0.0,366,0.0726643598615917,3.027681660899654,85884276.83434099,0.5314285714285715,0.4685714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0
bytearray(b'\x08R\xea\xcac\x7fI2\xa7\xae\xdaZ\x91a\xff\xba'),-34.6355386,-58.4403367,POINT (-58.4403367 -34.6355386),0.0,4.0,0.0,1.0,3030,0.017142857142857144,2.4685714285714284,17270122.369608115,0.5694444444444444,0.4305555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0
bytearray(b'\x08a6\xa3i=@\xf2\xbe\xb9(\x8a\xa80\xees'),-34.6167236,-58.3933535,POINT (-58.3933535 -34.6167236),0.0,3.0,0.0,2.0,2083,0.04011461318051576,2.297994269340974,232601874.03799093,0.543640897755611,0.456359102244389,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0.0
bytearray(b'\t\x07)z*\xb5A\xc4\x97\xac\xbd\x8c\xc0G\xba<'),-34.60226919999999,-58.3975805,POINT (-58.3975805 -34.60226919999999),0.0,1.0,0.0,7.0,2175,0.00847457627118644,2.022598870056497,445996285.88792866,0.5670391061452514,0.4329608938547486,2.0,0.0,18.0,7.0,0.0,0.0,0,0,0.0,5.0
bytearray(b'\tK\xbey\xb4\xedCz\xb0O\x0f\x01\x14H\x9e\x80'),-34.5871942,-58.49290649999999,POINT (-58.49290649999999 -34.5871942),0.0,5.0,0.0,0.0,846,0.0,2.800699300699301,140715609.15017363,0.5355805243445693,0.46441947565543074,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5.0
"bytearray(b'\ta\x17\xbeg\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6360496,-58.47586829999999,POINT (-58.47586829999999 -34.6360496),1.0,4.0,0.0,0.0,383,0.040697674418604654,2.671511627906977,111444450.56120631,0.5103373231773667,0.4896626768226333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0
bytearray(b'\tw\x00g\x95QL\xbf\xb9(\xfc\x87x\x83W\xf1'),-34.6307224,-58.47071529999999,POINT (-58.47071529999999 -34.6307224),1.0,5.0,1.0,2.0,2897,0.04075235109717868,2.260188087774295,320688972.7151493,0.565880721220527,0.43411927877947293,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,1.0
bytearray(b'\t\xc5\x89\xb9m\x06N\xcc\x92\xf0\x0e\xf5[P\xee\x85'),-34.5848154,-58.41482540000001,POINT (-58.41482540000001 -34.5848154),0.0,0.0,1.0,3.0,1322,0.0,1.8650306748466257,777546020.0407892,0.6096491228070176,0.39035087719298245,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
bytearray(b'\t\xda2p\x88\x1eL}\xb0\xa0[r\x1c|V\x86'),-34.595124,-58.412938,POINT (-58.412938 -34.595124),0.0,3.0,0.0,2.0,1890,0.30985915492957744,2.1380281690140843,348322282.4448725,0.5638998682476943,0.43610013175230566,1.0,0.0,4.0,3.0,0.0,0.0,0,0,0.0,2.0
bytearray(b'\t\xf1\r\xb03OD\x83\xab\x98\x88\xbd\xda\xf1\xc9A'),-34.5968301,-58.4344688,POINT (-58.4344688 -34.5968301),0.0,1.0,0.0,2.0,1659,0.0219435736677116,2.520376175548589,179783572.38427296,0.527363184079602,0.472636815920398,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,4.0
bytearray(b'\n$\x0c\xdf?VO\xd6\x98MT\x99xr\x9d\xcb'),-34.611704,-58.5000192,POINT (-58.5000192 -34.611704),0.0,1.0,0.0,0.0,441,0.006711409395973154,2.8557046979865772,88504213.75355977,0.5076380728554641,0.49236192714453586,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,7.0
"bytearray(b'\nox(g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6153016,-58.3746282,POINT (-58.3746282 -34.6153016),0.0,5.0,0.0,7.0,22,0.19815668202764977,2.3548387096774195,297253209.8915297,0.5283757338551859,0.47162426614481406,0.0,0.0,10.0,3.0,0.0,0.0,0,0,0.0,3.0
"bytearray(b'\nq\x84\x1cg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.55672199999999,-58.44797599999998,POINT (-58.44797599999998 -34.55672199999999),0.0,2.0,0.0,0.0,944,0.022292993630573247,1.9617834394904459,179761762.37646705,0.5665584415584416,0.43344155844155846,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0.0,3.0
"bytearray(b'\nq\xacAg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5575543,-58.44746859999998,POINT (-58.44746859999998 -34.5575543),0.0,2.0,0.0,0.0,977,0.009316770186335404,2.2888198757763973,226755894.84754252,0.5522388059701493,0.44776119402985076,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0
"bytearray(b'\nx\xef\xb9g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5999522,-58.4402273,POINT (-58.4402273 -34.5999522),0.0,4.0,1.0,1.0,1630,0.16129032258064516,2.303225806451613,210764629.1192237,0.5798319327731093,0.42016806722689076,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0
"bytearray(b'\nx\xf0Wg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5570366,-58.4534663,POINT (-58.4534663 -34.5570366),0.0,1.0,0.0,1.0,950,0.006230529595015576,2.059190031152648,207351084.63857403,0.5582450832072617,0.44175491679273826,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0
bytearray(b'\n|\xea\x0c\x9d\x7fF\x1e\x95\x18>\xda\xf5\xab*F'),-34.561495,-58.4739045,POINT (-58.4739045 -34.561495),0.0,4.0,0.0,0.0,917,0.005681818181818182,2.375,169691588.95811275,0.5502392344497608,0.44976076555023925,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0
"bytearray(b'\n\x82\xa9\x8fg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5960241,-58.4697054,POINT (-58.4697054 -34.5960241),0.0,3.0,0.0,0.0,1737,0.07167235494880546,3.030716723549488,87495475.68252173,0.4954954954954955,0.5045045045045045,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,5.0
"bytearray(b'\n\x94\xf0\x93g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.64036999999999,-58.51864549999999,POINT (-58.51864549999999 -34.64036999999999),2.0,2.0,0.0,0.0,3378,0.0057306590257879654,2.361031518624642,135353099.804797,0.5424757281553398,0.4575242718446602,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,7.0
"bytearray(b'\n\x99\x08\x8dg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6121345,-58.43036689999997,POINT (-58.43036689999997 -34.6121345),0.0,4.0,0.0,2.0,2870,0.005988023952095809,2.0269461077844313,499980513.89838547,0.5612998522895125,0.43870014771048743,0.0,0.0,4.0,1.0,0.0,0.0,0,0,0.0,3.0
"bytearray(b'\n\x9c\xfc/g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5686309,-58.46059100000002,POINT (-58.46059100000002 -34.5686309),0.0,4.0,0.0,2.0,1044,0.011194029850746268,2.8097014925373136,127490644.76927061,0.5710491367861886,0.42895086321381143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
"bytearray(b'\n\x9c\xfe\x00g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5834293,-58.4052666,POINT (-58.4052666 -34.5834293),0.0,4.0,0.0,1.0,1451,0.0044444444444444444,2.417777777777778,593296647.5173119,0.5606617647058824,0.43933823529411764,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0
"bytearray(b'\n\x9c\xfe\xb0g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6127689,-58.4299967,POINT (-58.4299967 -34.6127689),0.0,4.0,0.0,2.0,2477,0.059322033898305086,2.4152542372881354,434063012.1343017,0.5660818713450292,0.43391812865497076,0.0,0.0,4.0,1.0,0.0,0.0,0,0,0.0,3.0
