"id","lat","lon","geometry","estaciones_servicio_200mts","estaciones_servicio_1000mts","subtes_200mts","subtes_1000mts","id_rc","porc_nbi","hacinamiento","densidad_pob","porc_mujeres","porc_varones","uni_privada_200mts","uni_publica_200mts","uni_privada_1000mts","uni_publica_1000mts","estadios_200mts","estadios_1000mts","river_1500mts","boca_1500mts","clubes_200mts","clubes_1000mts","tienda_mas_cercana","escuelas_cercanas_200m","escuelas_cercanas_1000m","paradas_cercanas_200m","paradas_cercanas_1000m","everdes_cercanos_200m","everdes_cercanos_1000m","hay_bicicleteros_200m","hospitales_cercanos_200m","hospitales_cercanos_1000m","distancia_al_hospital_mas_cercano","parroquias_cercanas_200m","parroquias_cercanas_1000m","comuna","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado"
"bytearray(b'-!V\xaag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5679824,-58.4569851,"POINT (-58.4569851 -34.5679824)",1,3,0,2,1073,0.00775193798449612,2.13565891472868,543507347.116699,0.575317604355717,0.424682395644283,0,0,0,0,0,0,0,0,0,1,1.43246691738463,1,48,9,80,1,16,1,0,0,1618.07537056707,1,5,13,2,31,13,0,6,0,2,2,23,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-:\xa4\xe0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6049849,-58.4492335,"POINT (-58.44923349999999 -34.6049849)",0,6,0,0,1610,0.0282485875706215,2.37005649717514,189825918.385236,0.542312276519666,0.457687723480334,0,0,0,0,0,0,0,0,0,3,124.531828949125,2,24,5,78,0,8,1,0,0,1220.69361972421,0,2,15,0,22,3,0,2,0,1,0,19,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-:\xa6\xd0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5978846,-58.3768091,"POINT (-58.3768091 -34.5978846)",0,0,0,10,210,0.0142857142857143,1.52142857142857,66566692.8390574,0.483568075117371,0.516431924882629,0,0,8,4,0,0,0,0,0,2,51.7858082837677,3,43,4,180,0,58,1,0,0,3179.61631039772,0,4,1,3,36,8,0,4,0,0,3,32,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-[\x13""g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6127777,-58.3932762,"POINT (-58.3932762 -34.6127777)",0,1,0,4,2001,0.0278637770897833,2.27554179566563,425070932.867378,0.556462585034014,0.443537414965986,0,0,9,2,0,0,0,0,0,2,132.887627280339,7,81,9,177,0,6,1,0,0,1346.71241037317,0,3,3,3,34,14,0,4,0,2,3,28,0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-[\x16kg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6058328,-58.3726532,"POINT (-58.3726532 -34.60583279999999)",0,0,0,13,4,0.0514705882352941,3.88235294117647,14664479.5874464,0.443181818181818,0.556818181818182,0,1,11,5,0,1,0,0,0,3,175.181980988296,1,51,0,141,0,43,1,0,0,3134.2837150369,1,3,1,0,32,5,0,3,0,0,0,29,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-[\x17mg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6178869,-58.44798,"POINT (-58.44797999999997 -34.61788689999999)",0,5,0,2,2700,0,2.2798833819242,484872137.484924,0.540920716112532,0.459079283887468,0,0,1,0,2,2,0,0,0,3,69.589417341546,0,44,3,77,0,9,0,0,0,1640.91842845174,0,2,6,0,20,4,0,4,0,1,0,15,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x07\xc3\xa0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6612403,-58.5114089,"POINT (-58.5114089 -34.6612403)",0,3,0,0,3460,0.138810198300283,2.81586402266289,100984074.011948,0.494969818913481,0.505030181086519,0,0,0,0,0,0,0,0,0,3,240.015538154475,2,13,1,45,0,9,1,0,0,1697.49502956484,0,2,9,0,9,1,0,0,0,1,0,8,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b'-\x07\xc6Gg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6466935,-58.484206,"POINT (-58.48420599999997 -34.6466935)",0,4,0,0,3321,0.0591715976331361,3.08284023668639,125211212.032477,0.538387715930902,0.461612284069098,0,0,0,0,0,0,0,0,0,3,130.730463538161,0,26,7,56,2,14,0,0,0,3370.86744883148,0,3,9,1,10,1,0,0,0,0,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x07\xc7\x91g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6234709,-58.4276418,"POINT (-58.4276418 -34.6234709)",0,5,0,2,2810,0.00865800865800865,2.26406926406926,239585675.339349,0.577437858508604,0.422562141491396,0,0,0,0,0,0,0,0,0,7,158.47754464895,5,56,5,100,0,2,0,0,1,596.452430693147,0,2,6,1,30,2,0,6,0,0,1,24,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\x07\xc8\xe0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5894004,-58.4068378,"POINT (-58.406837800000005 -34.58940039999999)",0,0,0,4,1871,0.0498687664041995,2.22834645669291,737631722.949165,0.580683156654888,0.419316843345112,0,0,1,0,0,0,0,0,0,0,86.814276867956,2,74,0,124,0,10,1,0,3,802.085418887837,0,4,2,1,35,3,0,6,1,3,0,26,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x895Rg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6244068,-58.4178986,"POINT (-58.4178986 -34.6244068)",0,2,0,2,2556,0.00709219858156028,2.45390070921986,271132104.595842,0.553468208092486,0.446531791907514,0,0,0,0,0,0,0,0,0,9,45.3810880355161,3,47,7,107,0,3,1,0,0,1297.75567273117,0,0,5,1,23,9,0,1,0,1,1,21,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\x91<xg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5746414,-58.4472338,"POINT (-58.4472338 -34.5746414)",0,1,0,1,1158,0.0857142857142857,2.05357142857143,195166376.420249,0.55304347826087,0.44695652173913,0,0,1,1,0,0,0,0,1,1,18.3662117542037,7,49,2,75,0,9,0,0,0,2889.21918635914,0,4,13,0,26,9,0,2,0,1,0,23,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'-\xc49\xd9(\x0b@\x98\x94\x1cR\xbc\x02K\xd4\xff')",-34.6255491,-58.4576499,"POINT (-58.4576499 -34.62554910000001)",0,7,1,2,3087,0.0213414634146341,2.64024390243902,211106776.986809,0.564665127020785,0.435334872979215,0,0,1,0,0,0,0,0,0,2,61.6402927358857,4,57,5,94,0,5,1,0,0,1332.48938049205,0,3,7,1,19,10,0,3,0,1,1,15,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xc8\x84\x84g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5991083,-58.4361528,"POINT (-58.4361528 -34.5991083)",0,1,0,2,1663,0.0144508670520231,2.28612716763006,297411917.035955,0.575221238938053,0.424778761061947,0,0,0,1,0,0,0,0,0,1,48.6461247971202,1,62,11,126,0,13,1,0,0,1121.76599444575,0,3,15,1,34,9,0,2,0,1,1,31,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xc8\x88\xd8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5987992,-58.43113,"POINT (-58.43113 -34.5987992)",0,2,0,2,1678,0.0995024875621891,2.34825870646766,327267532.589729,0.548728813559322,0.451271186440678,0,0,1,2,0,0,0,0,0,2,129.756566456086,2,67,0,125,1,9,1,0,0,1140.61030754129,0,2,15,1,32,5,0,1,1,1,0,30,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xd0\x8fag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6100759,-58.4559025,"POINT (-58.45590249999999 -34.6100759)",0,5,0,0,2814,0.0381471389645777,2.62125340599455,193338048.763682,0.556133056133056,0.443866943866944,0,0,1,0,0,0,0,0,0,1,238.953196696415,0,38,1,70,0,1,0,0,1,788.315339235927,0,1,6,0,18,1,0,1,0,2,0,15,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b'-\xd0\x90\x91g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5600226,-58.4604001,"POINT (-58.460400100000015 -34.5600226)",0,2,0,2,1008,0.00767263427109974,2.1457800511509,333616038.006972,0.573301549463647,0.426698450536353,0,0,0,0,0,0,0,0,0,0,0.00000000279396772384644,2,54,5,98,0,6,0,0,0,1369.36237781431,0,3,13,3,43,18,1,8,0,2,2,33,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xdbB\xf3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5997726,-58.3941276,"POINT (-58.39412759999999 -34.5997726)",0,1,1,5,2174,0.0108695652173913,2.08695652173913,444779390.064489,0.567708333333333,0.432291666666667,3,0,21,7,0,0,0,0,1,5,92.6835572869101,8,122,13,179,0,10,1,0,0,2135.16944547576,0,3,3,2,51,11,0,10,0,2,2,39,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7N\xf3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6005803,-58.3853909,"POINT (-58.3853909 -34.6005803)",0,1,1,8,241,0.0207253886010363,2.01036269430052,58503971.3772061,0.564432989690722,0.435567010309278,0,0,20,0,0,0,0,0,0,4,136.287583120066,5,80,6,180,1,27,1,0,0,2721.61713697855,0,3,1,0,49,8,0,7,0,1,0,41,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7R$g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6171948,-58.3716715,"POINT (-58.37167149999999 -34.6171948)",0,4,0,2,126,0.201754385964912,2.19736842105263,305501431.635917,0.508982035928144,0.491017964071856,1,0,7,2,0,0,0,0,0,6,0.000000000931322574615478,0,74,1,85,1,25,0,0,0,1635.77250853785,0,3,1,3,25,5,1,2,0,1,2,22,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7S\xbfg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.620644,-58.3958032,"POINT (-58.39580319999999 -34.62064399999999)",0,5,0,4,2099,0.0487804878048781,2.08536585365854,361673804.068607,0.508771929824561,0.491228070175439,0,0,1,1,0,0,0,0,0,1,57.0300039671956,7,74,3,143,0,14,0,0,1,340.253946573182,0,2,3,0,23,6,0,0,0,2,0,21,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xe7V@g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6525329,-58.3816486,"POINT (-58.381648600000005 -34.6525329)",0,2,0,0,2379,0.146666666666667,3.14,22517489.0969292,0.520169851380042,0.479830148619958,0,0,0,0,0,0,0,0,0,2,542.047407872739,1,21,3,52,0,10,0,0,0,1426.98616165977,0,2,4,0,4,0,0,0,0,0,0,4,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-\xef[\xd3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5880321,-58.4249822,"POINT (-58.42498219999999 -34.58803210000001)",0,1,0,1,1352,0.0691056910569106,2.27235772357724,112014466.05606,0.524150268336315,0.475849731663685,0,0,1,0,0,0,0,0,0,4,41.2844897394037,0,52,1,82,2,8,1,0,0,1661.28244843367,0,3,14,2,29,6,0,3,0,2,2,24,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xef\\\xb1g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5380407,-58.467092,"POINT (-58.46709199999998 -34.5380407)",1,3,0,0,936,0.00817438692098092,2.07901907356948,168367368.422595,0.503276539973788,0.496723460026212,0,0,0,0,0,1,0,0,0,6,56.4271167288001,0,9,2,45,0,8,0,0,0,3610.54055272912,0,1,13,0,11,5,0,1,0,0,0,10,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-\xefnig\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5974478,-58.5203359,"POINT (-58.52033590000002 -34.5974478)",0,1,0,0,587,0,2.74022346368715,89579379.4869641,0.524974515800204,0.475025484199796,0,0,0,1,0,0,0,0,0,3,147.059769499026,0,16,0,25,5,24,0,0,0,1088.66352826323,0,1,11,0,5,2,0,0,0,0,0,5,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-9\x84R\xf3\xdcM\x19\x92/\xe5\xfa\xf3\x86\xcb\xff')",-34.6021768,-58.4341697,"POINT (-58.4341697 -34.6021768)",0,2,0,2,1647,0.0174825174825175,2.31118881118881,447231817.76809,0.555219364599092,0.444780635400908,0,0,1,2,0,0,0,0,0,0,26.9871224954763,0,56,12,126,0,23,1,0,2,667.112226120132,0,1,15,3,35,14,0,2,0,2,3,31,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-B\xb3fg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6274495,-58.4860448,"POINT (-58.4860448 -34.6274495)",0,2,0,0,300,0.0900692840646651,2.57043879907621,189610825.107606,0.522911051212938,0.477088948787062,0,0,0,0,0,0,0,0,0,3,108.052254427184,3,39,4,74,0,11,0,0,0,1894.20370778986,0,1,10,0,13,3,0,1,0,0,0,12,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-J\xc7\xbdg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5959791,-58.4118054,"POINT (-58.41180539999999 -34.5959791)",0,3,0,2,1890,0.309859154929577,2.13802816901408,348322282.444872,0.563899868247694,0.436100131752306,0,0,4,3,0,0,0,0,0,2,109.430901204574,3,74,5,113,1,7,0,0,1,243.463022808079,0,2,2,2,39,10,0,7,0,4,2,28,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-R\xbe\xa9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6102916,-58.5283294,"POINT (-58.52832939999996 -34.6102916)",0,1,0,0,649,0.00413223140495867,2.90909090909091,36489972.6939413,0.507102272727273,0.492897727272727,0,0,0,0,0,0,0,0,0,4,206.20049919282,0,14,1,44,0,8,0,0,0,2375.71570078437,0,2,11,1,9,2,0,2,0,0,1,7,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-R\xca\x0eg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6081293,-58.4216975,"POINT (-58.42169749999999 -34.6081293)",0,5,0,3,2663,0.0510510510510511,2.3033033033033,387609457.784982,0.57496740547588,0.42503259452412,0,0,3,1,0,0,0,0,0,5,53.5699673675307,1,86,7,113,0,4,0,0,0,1102.16721262836,1,4,5,1,38,9,1,7,0,2,0,29,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcb\x1fg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6211229,-58.38722,"POINT (-58.38722000000001 -34.6211229)",0,5,0,5,91,0.298165137614679,2.58256880733945,277386707.733354,0.557726465364121,0.442273534635879,0,0,4,1,0,0,0,0,0,2,152.203106407204,7,66,4,184,0,20,1,0,1,791.652053535222,0,1,1,1,30,8,0,2,0,1,1,27,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcc\x07g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6280609,-58.465172,"POINT (-58.465172 -34.6280609)",0,6,0,3,3112,0.0409090909090909,2.3,367122506.353833,0.543478260869565,0.456521739130435,0,0,4,0,0,0,0,0,0,1,51.187888284961,3,57,6,102,0,3,0,0,1,713.673203846662,0,2,7,2,18,5,0,4,0,0,2,14,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcdHg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6313367,-58.3730452,"POINT (-58.37304519999998 -34.6313367)",0,1,0,0,2279,0,2.38942307692308,230659069.324632,0.535211267605634,0.464788732394366,0,0,1,1,0,1,0,1,0,1,100.47403418042,0,48,1,151,1,20,0,0,3,346.713363231287,0,2,4,0,18,4,0,4,0,1,0,13,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-R\xce\tg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5583948,-58.4639958,"POINT (-58.46399580000002 -34.55839479999999)",0,2,0,2,1209,0.00578034682080924,2.32658959537572,388526197.324918,0.525465838509317,0.474534161490683,0,0,0,0,0,0,0,0,0,1,151.538406135345,0,47,0,90,0,5,1,0,0,1196.40263193414,0,2,13,1,38,5,0,5,0,1,1,32,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xce\xbag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6234029,-58.3819575,"POINT (-58.3819575 -34.62340289999999)",0,6,0,5,179,0.245222929936306,2.31528662420382,152450329.817946,0.521320495185695,0.478679504814305,0,0,2,1,0,0,0,0,0,5,187.428592013791,3,58,4,194,0,22,0,0,1,884.936845734035,1,3,1,0,27,3,0,2,0,0,0,25,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'-R\xcffg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5769699,-58.480752,"POINT (-58.480752 -34.5769699)",0,2,1,3,742,0.0181347150259067,2.22279792746114,215705709.367817,0.533799533799534,0.466200466200466,0,0,0,0,0,0,0,0,0,3,95.7760414760993,4,35,6,87,0,19,0,0,0,1772.19565913518,1,2,12,1,25,5,0,4,0,0,1,21,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'-X\xffLg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6081634,-58.4377377,"POINT (-58.4377377 -34.6081634)",0,8,0,0,2865,0.115384615384615,2.62307692307692,30555720.4958073,0.526392961876833,0.473607038123167,0,0,3,1,0,0,0,0,0,2,55.4794894071422,0,46,6,106,1,23,0,1,3,112.79043552616,0,2,6,1,37,2,0,3,0,2,1,32,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b' \x1c5\xc3F\xbeI9\xb19Z\x08\xaf\x95`\x9b')",-34.6337618,-58.4970694,"POINT (-58.49706940000001 -34.63376179999999)",1,2,0,0,338,0.0618556701030928,2.86941580756014,105786258.675165,0.538922155688623,0.461077844311377,0,0,0,0,0,0,0,0,0,4,0.0676466170698404,0,24,0,67,1,17,0,0,0,1636.23581702562,0,3,10,0,14,2,0,1,0,0,0,13,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b' \xaa\xd5\x9bP\xf4I\xe4\x92\x12;\xfe\xaf2\xe7f')",-34.6119258,-58.4193416,"POINT (-58.4193416 -34.6119258)",0,5,0,2,2505,0.00475059382422802,2.21140142517815,433069202.401693,0.571428571428571,0.428571428571429,0,0,1,3,0,0,0,0,1,4,0,0,75,9,124,0,7,1,0,1,995.837193282015,0,4,5,4,37,11,1,6,1,1,2,30,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b' \xda\x03Hg\xfc\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6157408,-58.498285,"POINT (-58.498285 -34.6157408)",0,0,0,0,444,0.0140056022408964,2.703081232493,112466353.367972,0.541968911917098,0.458031088082901,0,0,0,0,1,1,0,0,3,7,189.587262903713,4,33,2,45,0,6,0,0,1,525.845127981118,0,2,10,1,12,2,0,0,0,1,1,11,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b' \xef\x95\x1dg\xfc\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6405735,-58.5265411,"POINT (-58.5265411 -34.6405735)",0,3,0,0,3395,0.0901960784313726,2.65098039215686,100614699.783461,0.547337278106509,0.452662721893491,0,0,0,0,0,1,0,0,0,5,67.1635197863036,6,30,5,72,0,9,0,0,0,1683.39839490206,0,2,9,3,14,6,0,0,0,1,3,13,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b' qK\xa2\x19\xbdF\xe5\x89\x1d\xdc[S(iR')",-34.625245,-58.4188682,"POINT (-58.41886820000001 -34.625245)",0,2,0,2,2554,0.0576923076923077,2.19230769230769,233736694.290572,0.545112781954887,0.454887218045113,0,0,0,0,0,0,0,0,0,8,109.704855246047,4,46,8,108,0,3,1,0,0,1454.24121955406,0,1,5,1,23,6,0,2,0,1,1,20,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"bytearray(b'!\xb5\x1e\x0f\x98\xe8I,\x8c5\xe7AC\xbc\xca\xba')",-34.6068281,-58.5130552,"POINT (-58.5130552 -34.6068281)",0,2,0,0,659,0,2.2018927444795,327342011.975343,0.581661891117478,0.418338108882521,0,0,0,0,0,1,0,0,0,7,66.1648493233787,4,25,4,56,0,18,1,0,1,952.679735348617,0,1,11,0,9,3,0,2,0,1,0,6,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b'!\xc6\x8a\xc7g\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5977109,-58.3774789,"POINT (-58.3774789 -34.5977109)",0,0,0,9,209,0.0043103448275862,1.6551724137931,212735044.797343,0.533854166666667,0.466145833333333,0,0,10,3,0,0,0,0,0,2,45.8301794386308,4,52,3,175,0,57,1,0,0,3104.71075016336,0,4,1,3,38,9,0,5,0,0,3,33,1,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'!\xdc\x0c\x0e6RN|\x83R\xda|6\x9d8\xd2')",-34.6382056,-58.4686209,"POINT (-58.4686209 -34.6382056)",0,5,0,0,2953,0.0110294117647059,3.45220588235294,135833222.707834,0.528221512247071,0.471778487752929,0,0,1,0,0,0,0,0,0,3,287.659641136027,0,33,0,49,0,18,0,0,0,1788.66171390479,0,2,7,0,13,0,0,2,0,0,0,11,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'!4\x8e\xc3g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6032261,-58.4338843,"POINT (-58.4338843 -34.6032261)",0,4,0,2,2862,0.0179856115107914,3.43165467625899,201403402.862027,0.540880503144654,0.459119496855346,0,0,2,2,0,0,0,0,0,1,78.9225935523759,0,50,7,126,0,23,0,0,3,522.092823785242,0,1,6,2,36,10,0,2,0,3,2,31,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b'!4\xa5\xd0g\xf2\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5628978,-58.4574696,"POINT (-58.4574696 -34.5628978)",0,4,1,2,1006,0.0048076923076923,2.08413461538462,212640168.00454,0.588235294117647,0.411764705882353,0,0,0,0,0,0,0,0,0,0,0.00000000372529029846191,0,53,3,100,0,13,1,0,0,1542.63149367745,0,3,13,2,39,14,0,6,1,1,1,32,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'!k\xf3\xd4f\xa3O\xa6\x9f\x07\x05\xc0M\xdc\xaf\x80')",-34.5792072,-58.4308795,"POINT (-58.4308795 -34.5792072)",0,4,0,2,1504,0.122448979591837,1.85714285714286,270509317.094511,0.553846153846154,0.446153846153846,0,0,1,1,0,0,0,0,1,2,140.030397249533,2,41,3,77,1,12,1,0,0,2682.84358338528,0,3,14,1,27,8,0,3,0,2,1,22,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'""\x96\xfb\xdb\x91\xfeJ\x9f\x8d]\x1b\xa3K\xf1S\x03')",-34.60384,-58.417965,"POINT (-58.417965 -34.60384)",0,4,0,3,2666,0.00696864111498257,2.09407665505226,423179381.160431,0.575707154742097,0.424292845257904,0,0,4,3,0,0,0,0,0,5,0,0,64,7,125,0,5,1,0,0,1460.49311124153,0,4,5,4,39,11,1,7,0,2,3,30,2,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'""\xb4{\x17K#H\x9a\xb6s%+\x19\x93~c')",-34.611712,-58.393557,"POINT (-58.393557 -34.611712)",0,1,0,5,2001,0.0278637770897833,2.27554179566563,425070932.867378,0.556462585034014,0.443537414965986,0,0,10,2,0,0,0,0,0,3,37.4245496294931,9,91,7,174,0,5,0,0,0,1489.06805470229,0,4,3,2,34,13,0,3,0,2,2,29,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'""`\xf0\x1ag\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.636342,-58.4870399,"POINT (-58.48703990000001 -34.63634199999999)",1,3,0,0,374,0.056379821958457,2.31454005934718,136267532.073136,0.578205128205128,0.421794871794872,0,0,0,0,0,0,0,0,0,5,120.731170479004,3,39,15,89,1,24,0,0,0,2554.00947372618,0,2,10,0,19,8,0,1,0,0,0,18,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
