"id","lat","lon","geometry","estaciones_servicio_200mts","estaciones_servicio_1000mts","subtes_200mts","subtes_1000mts","id_rc","porc_nbi","hacinamiento","densidad_pob","porc_mujeres","porc_varones","uni_privada_200mts","uni_publica_200mts","uni_privada_1000mts","uni_publica_1000mts","estadios_200mts","estadios_1000mts","river_1500mts","boca_1500mts","clubes_200mts","clubes_1000mts","tienda_mas_cercana","escuelas_cercanas_200m","escuelas_cercanas_1000m","paradas_cercanas_200m","paradas_cercanas_1000m","everdes_cercanos_200m","everdes_cercanos_1000m","hay_bicicleteros_200m","hospitales_cercanos_200m","hospitales_cercanos_1000m","distancia_al_hospital_mas_cercano","parroquias_cercanas_200m","parroquias_cercanas_1000m","comuna","negocios_cercanos_200m","negocios_cercanos_1000m","tiendas_cercanas_200m","supermercados_200m","supermercados_1000m","hipermercado_200m","hipermercado_1000m","autoservicio_200m","autoservicio_1000m","negocios_24hs_cercanos_1000m","negocios_findesemana_200m","mon_open","tue_open","wed_open","thu_open","fri_open","sat_open","sun_open","supermercado_chino","supermercado"
"bytearray(b'$\xf52`g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5529541,-58.4561443,"POINT (-58.456144300000005 -34.5529541)",0,2,0,1,945,0.0148514851485149,2.22772277227723,135542272.514879,0.515555555555556,0.484444444444444,0,0,1,0,0,1,1,0,0,3,189.871162733797,0,44,0,58,0,5,0,0,0,1691.96487186816,0,2,13,0,27,2,0,4,0,1,0,22,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$\xf56wg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5575543,-58.4474686,"POINT (-58.44746859999998 -34.5575543)",0,2,0,0,977,0.0093167701863354,2.2888198757764,226755894.847543,0.552238805970149,0.447761194029851,0,0,0,0,0,1,0,0,0,3,0,1,34,4,63,0,9,1,0,1,874.567902570289,0,1,13,2,15,50,0,4,0,1,2,10,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$\xf57\xf6g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.606853,-58.44628,"POINT (-58.44628 -34.606853)",1,7,0,0,1602,0.0830860534124629,2.38872403560831,117767703.655221,0.521739130434783,0.478260869565217,0,0,1,0,0,0,0,0,0,2,104.261967416562,0,37,4,93,3,9,1,0,1,967.269808825271,0,2,15,2,24,12,0,1,0,2,2,21,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$\xf57_g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.622468,-58.496636,"POINT (-58.49663599999997 -34.622468)",0,2,0,0,290,0.0314465408805031,3.04088050314465,150668272.075647,0.522233712512927,0.477766287487073,0,0,0,0,0,1,0,0,0,7,70.3096451999137,4,30,4,52,0,4,0,0,1,862.759968836999,0,2,10,2,10,8,0,0,0,1,2,9,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$\xf58\x7fg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5970299,-58.447948,"POINT (-58.447948 -34.5970299)",0,4,0,2,1595,0.0880681818181818,2.80681818181818,161592422.699507,0.5,0.5,0,0,0,0,0,1,0,0,0,4,146.226711585087,0,35,5,87,0,4,0,0,0,1774.17317215425,0,3,15,0,19,2,0,2,0,0,0,17,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'$a\xee\x90g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.582184,-58.4325771,"POINT (-58.4325771 -34.582184)",1,3,0,2,1509,0.0147058823529412,2.47268907563025,177157271.579346,0.51571792693288,0.48428207306712,0,0,0,0,0,0,0,0,0,3,107.644087039393,0,47,2,84,0,10,1,0,0,2801.38176354499,0,3,14,2,29,6,0,2,0,1,2,26,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$a\xf0\xf7g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6055198,-58.439608,"POINT (-58.43960800000002 -34.6055198)",1,5,0,1,1613,0.0204678362573099,2.66666666666667,227207811.552848,0.581140350877193,0.418859649122807,0,0,1,1,0,0,0,0,0,1,74.166066565431,3,49,11,141,1,25,0,0,3,500.900795228568,0,2,15,2,36,1,0,1,0,3,2,32,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$a\xf0ig\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.581269,-58.4938332,"POINT (-58.49383319999998 -34.581269)",0,3,0,0,841,0.00475059382422802,2.41092636579572,162072503.469345,0.535960591133005,0.464039408866995,0,0,1,0,0,0,0,0,0,2,169.452421633196,0,26,4,59,0,11,0,0,0,2662.87361696304,0,4,12,1,18,1,0,1,0,1,1,16,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$a\xf1\xd9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5907843,-58.3891728,"POINT (-58.38917279999998 -34.5907843)",0,1,0,0,1918,0.0516717325227964,2.51671732522796,490086660.305571,0.567632850241546,0.432367149758454,0,0,4,0,0,0,0,0,0,0,52.5407044517401,2,44,6,123,0,35,0,0,0,1501.99847079361,0,3,2,3,43,6,1,10,1,2,1,31,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'$E\xd2W\x02\\M\xba\x93V\x1a\x8dCH\xa3\xd8')",-34.6325354,-58.4700406,"POINT (-58.4700406 -34.6325354)",0,5,0,2,3117,0.0363128491620112,2.29329608938547,229813611.523952,0.56394640682095,0.43605359317905,0,0,3,0,0,0,0,0,0,1,140.530665701309,3,42,2,90,0,5,0,0,0,1133.22837241904,0,3,7,1,18,7,1,3,0,0,0,15,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$wR\xceg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5888903,-58.3952535,"POINT (-58.39525349999997 -34.5888903)",0,2,0,2,1897,0.00531914893617021,1.96276595744681,305250652.131158,0.569105691056911,0.430894308943089,1,0,2,2,0,0,0,0,0,0,111.699900564628,1,33,13,129,0,34,1,0,1,808.615701099824,0,4,2,1,33,7,0,6,0,3,1,24,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$wT""g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5897548,-58.3934573,"POINT (-58.39345730000002 -34.58975480000001)",0,1,0,2,1898,0.0102389078498293,2.43686006825939,223287065.300521,0.536414565826331,0.463585434173669,0,0,3,2,0,0,0,0,0,0,70.9558833382433,4,43,12,135,2,35,1,0,0,1035.3972459243,0,4,2,1,37,9,0,7,0,2,1,28,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$wT\xa1g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.588857,-58.391078,"POINT (-58.39107799999999 -34.588857)",0,1,0,2,1906,0.00512820512820512,2.55897435897436,383957803.366901,0.579158316633267,0.420841683366733,0,0,3,1,0,0,0,0,0,0,34.9908558619398,4,37,1,118,2,38,1,0,0,1187.11456309432,0,1,2,1,35,5,0,7,0,2,1,26,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$wU\x08g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5896745,-58.3940872,"POINT (-58.3940872 -34.5896745)",0,1,0,2,1898,0.0102389078498293,2.43686006825939,223287065.300521,0.536414565826331,0.463585434173669,0,0,3,2,0,0,0,0,0,0,20.4936908954114,1,40,12,135,2,35,1,0,1,975.846101789821,0,4,2,1,36,12,0,7,0,2,1,27,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$wUng\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5575543,-58.4474686,"POINT (-58.44746859999998 -34.5575543)",0,2,0,0,977,0.0093167701863354,2.2888198757764,226755894.847543,0.552238805970149,0.447761194029851,0,0,0,0,0,1,0,0,0,3,0,1,34,4,63,0,9,1,0,1,874.567902570289,0,1,13,2,15,50,0,4,0,1,2,10,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'$yDX\x17 L\xae\x95\xb7,\xb1\xd0p\x15l')",-34.6027225,-58.4975722,"POINT (-58.4975722 -34.6027225)",0,4,0,0,684,0,2.47142857142857,167712917.284923,0.541425818882466,0.458574181117534,0,0,0,0,0,0,0,0,1,5,0,0,27,1,52,0,8,1,0,0,1545.79202596266,0,1,11,1,18,9,0,3,0,0,1,15,0,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'%""\xec\x16g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6011913,-58.496876,"POINT (-58.49687599999999 -34.6011913)",0,4,0,0,694,0,2.21548821548822,245202502.671246,0.565349544072948,0.434650455927052,0,0,0,0,0,0,0,0,0,6,64.3149502795979,1,30,1,56,2,8,1,0,0,1586.60696467752,0,1,11,1,18,5,0,3,0,0,1,15,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'%""\xed\xf0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6204198,-58.4077704,"POINT (-58.4077704 -34.6204198)",0,6,0,4,2125,0.128813559322034,2.40338983050847,184201554.166316,0.519040902679831,0.480959097320169,0,1,0,2,0,0,0,0,0,2,0,6,61,6,125,0,5,0,0,1,425.853239642184,0,4,3,1,27,7,0,0,0,3,1,24,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%""\xedsg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.619682,-58.408494,"POINT (-58.40849400000002 -34.619682)",0,6,0,4,2040,0.441253263707572,3.08616187989556,278958879.733316,0.536379018612521,0.463620981387479,0,1,0,2,0,0,0,0,0,1,21.0998580130385,2,68,8,135,0,4,0,0,1,300.458734645293,0,4,3,1,30,7,0,0,0,2,1,28,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%""\xeePg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6294835,-58.4392552,"POINT (-58.43925520000001 -34.6294835)",1,2,0,2,3037,0.0602739726027397,2.52876712328767,205637128.96898,0.513542795232936,0.486457204767064,0,0,0,1,0,0,0,0,0,4,314.716659884016,3,48,5,81,0,4,1,0,1,934.268237193096,0,2,7,1,19,0,0,5,0,0,1,14,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'%\xa4\x88\\g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.567019,-58.457902,"POINT (-58.45790199999999 -34.567019)",0,4,0,2,1071,0.00268817204301075,2.24462365591398,384028402.716803,0.55688622754491,0.44311377245509,0,0,0,0,0,0,0,0,0,1,21.7452060333156,4,49,7,84,1,14,0,0,0,1490.67207590337,1,4,13,2,35,15,0,7,0,2,2,26,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xa4\x8b\x03g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5542874,-58.4485491,"POINT (-58.44854910000004 -34.5542874)",0,1,0,0,959,0.0774647887323944,2.55633802816901,77938624.0055407,0.527548209366391,0.472451790633609,0,0,2,1,0,1,1,0,0,3,129.110097881323,8,38,3,58,0,7,0,0,1,843.329432885873,0,2,13,0,14,1,0,3,0,1,0,10,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xa4\x8c\x8cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.557275,-58.446229,"POINT (-58.44622900000002 -34.557275)",0,2,0,0,979,0,2.01216545012165,548623452.090155,0.545344619105199,0.454655380894801,0,0,0,1,0,1,1,0,0,3,27.2886459287322,4,27,2,59,0,10,1,0,1,740.885847376229,1,1,13,1,15,58,0,4,0,1,1,10,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xa4\x8d~g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.561129,-58.467,"POINT (-58.46699999999999 -34.561129)",2,3,0,1,1211,0.00804289544235925,2.19302949061662,370897734.774356,0.559902200488998,0.440097799511002,0,0,0,0,0,0,0,0,0,1,201.678619310871,7,43,6,91,0,6,1,0,1,698.077817530436,0,1,13,4,32,2,0,4,0,1,4,27,1,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"bytearray(b'%\xc5\xf1\xc2g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5578405,-58.4592166,"POINT (-58.45921659999999 -34.5578405)",0,1,0,2,1220,0.0250569476082005,2.2619589977221,363915922.857394,0.568982880161128,0.431017119838872,0,0,0,0,0,0,0,0,0,0,60.9414368116602,0,45,6,93,0,5,1,0,0,1641.27239356204,0,2,13,3,42,10,1,6,0,2,2,34,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'%\xc5\xf3\x1dg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6210552,-58.4026361,"POINT (-58.4026361 -34.6210552)",0,6,0,5,2116,0.163690476190476,2.5327380952381,178082998.525313,0.54406580493537,0.45593419506463,0,0,0,1,0,0,0,0,0,1,5.63400467831845,0,73,4,109,0,10,1,0,2,902.089576661176,0,3,3,0,26,5,0,1,0,3,0,22,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xc5\xf3\x9bg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6185989,-58.4003601,"POINT (-58.4003601 -34.61859889999999)",0,5,0,4,2059,0.0416666666666667,2.32440476190476,386015821.390882,0.54033290653009,0.45966709346991,0,0,0,1,0,0,0,0,0,1,49.5032156562449,0,77,4,128,0,8,0,0,1,894.901332088599,0,3,3,1,26,5,0,0,0,4,1,22,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xc5\xf3\xfdg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.619695,-58.397758,"POINT (-58.39775800000001 -34.619695)",0,6,0,5,2108,0.122615803814714,2.20708446866485,257044715.795571,0.528395061728395,0.471604938271605,0,0,1,1,0,0,0,0,0,0,0,5,72,5,135,0,12,0,0,1,579.395108900161,0,3,3,1,24,8,0,0,0,4,1,20,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xc5\xf4\xc0g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6227406,-58.3940924,"POINT (-58.39409239999998 -34.62274060000001)",0,5,0,5,2101,0.211920529801325,2.49337748344371,371580990.997115,0.533864541832669,0.466135458167331,0,0,0,1,0,0,0,0,0,1,85.2888307213298,4,61,5,148,2,17,0,1,1,4.93193043113382,0,1,3,2,26,3,0,0,1,2,1,24,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xc5\xf4cg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.623225,-58.3968469,"POINT (-58.396846900000014 -34.62322500000001)",0,5,1,5,2112,0.156934306569343,2.41240875912409,339170239.5577,0.534039334341906,0.465960665658094,0,0,0,1,0,0,0,0,0,2,35.3453286156465,11,60,4,136,1,19,1,0,1,317.436196627334,0,1,3,1,25,7,0,1,1,3,0,21,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%\xc82`g\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5995462,-58.4204661,"POINT (-58.4204661 -34.5995462)",0,3,0,1,2464,0.021671826625387,2.29721362229102,387638697.08156,0.532345013477089,0.467654986522911,0,1,4,3,0,0,0,0,0,5,117.197550704002,4,53,5,109,0,4,1,0,0,1182.29840032776,0,3,5,2,36,5,1,4,0,3,1,29,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b'%\xd1*\x8fg\xfe\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.557694,-58.4472909,"POINT (-58.44729090000001 -34.557694)",0,2,0,0,977,0.0093167701863354,2.2888198757764,226755894.847543,0.552238805970149,0.447761194029851,0,0,0,0,0,1,0,0,0,3,0,1,34,4,63,0,9,1,0,1,869.338535203299,1,1,13,2,14,51,0,4,0,1,2,9,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'%\xd8Ceg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6095215,-58.4246961,"POINT (-58.4246961 -34.60952150000001)",0,4,0,3,2483,0.0553191489361702,2.2531914893617,442746747.498028,0.565627950897073,0.434372049102927,0,0,2,2,0,0,0,0,0,4,71.9948456604175,1,83,2,110,0,6,0,0,1,766.275987983996,0,2,5,1,36,8,0,4,0,2,1,30,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"bytearray(b'%\xe0KEg\xf3\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6007082,-58.4183835,"POINT (-58.4183835 -34.6007082)",0,4,0,2,2566,0.144670050761421,2.13451776649746,540703422.401895,0.55410225921522,0.44589774078478,0,0,4,3,0,0,0,0,0,6,123.553055219317,2,61,4,111,1,4,1,0,0,1127.1553446102,0,3,5,0,35,2,0,5,0,2,0,28,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%]\x89\xafg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6244907,-58.4067355,"POINT (-58.40673549999997 -34.6244907)",1,5,0,5,2142,0.0875,2.415,481831016.074096,0.541407867494824,0.458592132505176,0,0,0,1,0,0,0,0,0,2,132.212149872068,1,52,5,103,0,9,0,0,1,977.891640358542,0,3,3,2,25,8,0,1,1,2,1,22,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%]\x8a\xf3g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6259673,-58.4088545,"POINT (-58.40885449999996 -34.6259673)",0,3,1,5,2136,0.013215859030837,2.27753303964758,218927361.883249,0.528046421663443,0.471953578336557,0,0,0,1,0,0,0,0,0,3,196.41369846587,1,50,5,110,0,8,1,0,0,1126.92960058387,0,3,3,1,24,5,0,1,0,2,1,21,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'%]\x8b\xe6g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6401767,-58.4507567,"POINT (-58.4507567 -34.6401767)",0,1,0,2,2971,0.072992700729927,2.9014598540146,112670360.994025,0.483018867924528,0.516981132075472,0,0,0,0,0,0,0,0,0,4,94.6885574825543,1,25,0,81,0,16,0,0,1,626.819094549181,0,2,7,0,10,3,0,2,0,0,0,8,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%]\x8bhg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6248409,-58.45148,"POINT (-58.45148 -34.6248409)",1,5,0,2,2719,0.00341296928327645,2.22184300341297,525438298.386509,0.572196620583717,0.427803379416283,0,0,0,1,0,2,0,0,0,3,42.7569513950142,8,52,9,95,0,4,0,0,0,2008.25272896877,0,3,6,2,17,6,0,6,0,1,2,10,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%]\x8c;g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.5915708,-58.4379509,"POINT (-58.43795090000003 -34.5915708)",0,3,0,0,1563,0.0614886731391586,2.4336569579288,208925149.737938,0.538563829787234,0.461436170212766,0,0,0,0,0,0,0,0,1,6,0,3,38,1,98,0,6,0,0,0,2157.9206803576,0,2,15,0,29,5,0,1,0,0,0,28,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%]\x8c\x94g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6126227,-58.394455,"POINT (-58.394455 -34.6126227)",0,1,0,4,2001,0.0278637770897833,2.27554179566563,425070932.867378,0.556462585034014,0.443537414965986,0,0,9,2,0,0,0,0,0,2,63.0600360929499,5,82,3,169,0,5,0,0,0,1365.51122834859,0,4,3,2,33,13,0,3,0,2,2,28,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%^hI\xdc\rN \x952\xd0\xc2\xb9}Ho')",-34.6212129,-58.3740125,"POINT (-58.3740125 -34.6212129)",0,5,0,3,145,0.0176991150442478,2.11061946902655,141850754.436565,0.547169811320755,0.452830188679245,0,0,3,2,0,0,0,0,0,6,118.62396868867,5,67,0,98,1,30,0,0,0,1105.3443034622,0,4,1,0,23,3,0,3,0,0,0,20,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"bytearray(b'%U\x82\x9ag\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6280468,-58.4097641,"POINT (-58.40976409999996 -34.6280468)",0,3,0,4,2140,0.0691056910569106,2.38211382113821,167921720.720805,0.52901023890785,0.47098976109215,0,0,0,0,0,0,0,0,0,5,41.4000225277159,2,42,4,97,0,6,1,0,0,1207.58407453291,0,3,3,0,23,1,0,1,0,2,0,20,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%U\x84\xb4g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6208981,-58.3913974,"POINT (-58.3913974 -34.6208981)",1,3,0,3,89,0.172619047619048,2.33630952380952,396067245.668581,0.555414012738853,0.444585987261147,0,1,2,1,0,0,0,0,0,2,39.235337054508,0,76,11,149,0,14,0,0,1,385.186858066769,0,0,1,3,29,14,0,0,0,2,3,27,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%U\x85,g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6212752,-58.4059928,"POINT (-58.40599280000004 -34.6212752)",0,6,0,4,2127,0.110294117647059,2.55882352941176,189767208.219687,0.535919540229885,0.464080459770115,0,0,0,1,0,0,0,0,0,2,190.707802737632,5,75,4,117,0,8,0,0,1,633.541642229967,0,3,3,1,26,7,0,1,0,4,1,21,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%U\x85\x8eg\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6199946,-58.4049328,"POINT (-58.40493279999998 -34.6199946)",0,6,0,5,2126,0.241545893719807,2.65217391304348,172462934.724145,0.53551912568306,0.46448087431694,0,0,0,1,0,0,0,0,0,3,166.594037132759,1,75,3,126,0,7,0,0,1,609.031603058385,0,3,3,2,25,6,0,0,0,3,2,22,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'%U\x85\xf8g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.6230844,-58.4040852,"POINT (-58.4040852 -34.62308439999999)",0,6,2,5,2121,0,2.26936026936027,272243119.637753,0.520771513353116,0.479228486646884,0,0,0,1,0,0,0,0,0,1,46.1676024339434,1,67,1,108,0,10,0,0,1,957.493288715276,0,3,3,1,26,8,0,1,0,3,1,22,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'&\tT\xc1\xe7\xf5@\xd9\x8eGa#\xa6\xa6i\xe7')",-34.5403611,-58.4642809,"POINT (-58.4642809 -34.54036110000001)",0,2,0,0,938,0.00259067357512953,2.28497409326425,154334090.706347,0.512471655328798,0.487528344671202,0,0,0,0,0,2,0,0,1,9,21.5168568190595,2,15,2,29,0,4,0,0,0,3173.27459858787,0,1,13,1,13,2,0,1,0,0,1,12,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"bytearray(b'&\x06\xb3\x14\xa1IK>\x91\x03\x7f_],dw')",-34.593427,-58.413595,"POINT (-58.41359499999999 -34.593427)",0,2,0,2,1889,0.00852878464818763,1.98294243070362,682096323.800578,0.558064516129032,0.441935483870968,0,0,3,0,0,0,0,0,0,2,17.563794016796,2,61,8,103,0,8,0,1,1,198.789694215316,0,3,2,2,32,15,0,6,0,4,2,22,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"bytearray(b'&\x12C\xe8:\x06Eq\xa3\xcbB\xef\x9b\xdeK\xb5')",-34.6176599,-58.4578333,"POINT (-58.4578333 -34.6176599)",0,5,0,0,3083,0.00252525252525252,2.40151515151515,264110181.775178,0.548895899053628,0.451104100946372,0,0,1,0,0,0,0,0,0,3,16.9749523037379,1,28,4,69,0,5,0,0,0,1569.37216426742,0,1,7,1,15,9,0,0,0,2,1,13,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'&\x9c\x1b""g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.581053,-58.451613,"POINT (-58.45161299999999 -34.581053)",0,2,0,1,1545,0.0497512437810945,2.1044776119403,283611293.15893,0.543735224586288,0.456264775413712,0,0,1,0,0,0,0,0,0,1,59.6777812774638,2,59,13,135,2,16,1,0,0,2332.21585690477,0,2,15,3,20,7,0,2,0,2,3,16,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"bytearray(b'&\x9c\x1d\xc9g\xf1\x11\xec\x96\xe9\x06\xdb\xa1Y""z')",-34.592678,-58.419976,"POINT (-58.41997600000002 -34.592678)",0,4,0,0,1366,0.0284697508896797,2.13167259786477,104013796.677546,0.52754590984975,0.47245409015025,0,0,3,2,0,0,0,0,0,4,179.524899277626,4,47,2,89,1,10,0,0,1,903.582511004153,0,4,14,0,36,4,0,5,0,3,0,28,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
